id,EIC_Code,NE_name,v_nom,length_km,r_per_km,x_per_km,b_per_km_uS,PyPSA_ids,match_quality,has_match,r,x,b,length,Comment,bus0,bus1,TSO,CORE-TSO_bus0,CORE-TSO_bus1,Imax,Maximum Current Imax (A) Period 2,Maximum Current Imax (A) Period 3,Maximum Current Imax (A) Period 4,Maximum Current Imax (A) Period 5,Maximum Current Imax (A) Period 6,Maximum Current Imax (A) Fixed,Dynamic line rating (DLR) DLRmin(A),Dynamic line rating (DLR) DLRmax(A),s_nom,tie_line,Unnamed: 26,b_per_km,is_parallel_circuit,parallel_group
2465,10T1001C--00059L,Y-Kruen (-Silz - Oberbrunn) 251,220,7.205100026695324,0.0244833143723928,0.2860494880546075,,,,False,1.033,12.069,0.00016773,42.192,,95812231,578350239,TENNETGMBH,Silz,Y-Kruen,,,,,,,2080.0,,,457.6,False,,3.975398179749715e-06,True,2464_2465
2466,11TD2L0000002180,Sottrum - Dollern gruen,400,32.926121594171725,0.025479160328567,0.2930103437785215,,relation/5497488-380-a,Parallel Circuit - One-to-One,True,1.34,15.41,0.000201062,52.592,,955268863,24502420,TENNETGMBH,Sottrum,Dollern,,,,,,,,2216.0,3150.0,1260.0,False,,3.823052935807728e-06,True,2466_2468
2467,11TD2L0000001508,Landesbergen - Sottrum 2,400,39.621373359124135,0.0256756927509129,0.3063772254583591,,way/231735880-380,Poor Match,True,2.032,24.247,0.000296252,79.141,,955268863,27739871,TENNETGMBH,Sottrum,Landesbergen,,,,,,,,2216.0,3150.0,1260.0,False,,3.7433441578954017e-06,False,
2468,11TD2L000000219Z,Sottrum - Dollern schwarz,400,32.926121594171725,0.0254840059335894,0.2930660682362785,,relation/5497490-380-a,Parallel Circuit - One-to-One,True,1.34,15.41,0.000201062,52.582,,955268863,24502420,TENNETGMBH,Sottrum,Dollern,,,,,,,,2216.0,3150.0,1260.0,False,,3.823780000760717e-06,True,2466_2468
2469,11TD2L0000002164,Sottrum - Blockland blau,220,28.711083761994118,0.0700023248004546,0.3869501201146901,,way/113135861-220;way/23951301-220,2-Segment Poor Match,True,2.71,14.98,0.000114982,38.713,,955268863T,229565743,TENNETGMBH,Sottrum,Blockland,,,,,,,949.0,,,208.78,False,,2.9701133985999537e-06,False,
2470,11TD2L000000247U,Wahle - Stadorf 1,400,47.79815107717179,0.0294844879869372,0.2538488453463961,,relation/3534540-380,Parallel Circuit - One-to-One,True,2.528,21.765,0.000382269,85.74,,28343121,24262656,TENNETGMBH,Stadorf,Wahle,,,,,,,2494.0,,,997.6,False,,4.458467459762072e-06,True,2470_2471
2471,11TD2L000000248S,Wahle - Stadorf 2,400,47.79815107717179,0.0294645562833632,0.2536772418937504,,relation/3534541-380,Parallel Circuit - One-to-One,True,2.528,21.765,0.000382269,85.798,,28343121,24262656,TENNETGMBH,Stadorf,Wahle,,,,,,,2616.0,,,1046.4,False,,4.455453507074757e-06,True,2470_2471
2472,11T0-0000-1567-Q,Dollern - Stade/W weiss,400,5.967976257675902,0.0033101045296167,0.0611149825783972,,way/881636336-380;way/34174518-380,2-Segment Fair Match,True,0.19,3.508,6.7491e-05,57.4,,881636329,24502420,TENNETGMBH,Stade/W,Dollern,,,,,,,2598.0,,,1039.2,False,,1.175801393728223e-06,False,
2473,11T0-0000-0981-M,Elsfleth/W - Unterweser rot,400,13.589047260703547,0.0260209346896653,0.2940807902108212,,relation/14567632-380,Parallel Circuit - One-to-One,True,0.706,7.979,0.000104593,27.132,,32076853,829116805,TENNETGMBH,Unterweser,Elsfleth/W,,,,,,,2216.0,,,886.4,False,,3.854968303110718e-06,True,2473_2474
2474,11T0-0000-1004-A,Unterweser - Elsfleth/W weiss,400,13.589047260703547,0.0260161403250175,0.2940634557983565,,relation/289000-380,Parallel Circuit - One-to-One,True,0.706,7.98,0.000104612,27.137,,32076853,829116805,TENNETGMBH,Unterweser,Elsfleth/W,,,,,,,2216.0,,,886.4,False,,3.854958175185172e-06,True,2473_2474
2475,11TD2L000000237X,Voslapp - Inhausen rot,220,1.934675405854555,0.0261489698890649,0.3042789223454833,,merged_way/27335805-1-220+1,Good Match,True,0.066,0.768,9.682e-06,2.524,,26455019,29420322,TENNETGMBH,Voslapp,Inhausen,,,,,,,1440.0,,,316.8,False,,3.835974643423138e-06,False,
2476,11TD2L000000169O,Maade - Voslapp weiss,220,3.8585314534026316,0.0260080293244894,0.3038924768720544,,way/26436072-1-220,Fair Match,True,0.149,1.741,2.1947e-05,5.729,,26455019,23744346,TENNETGMBH,Voslapp,Maade,,,,,,,1440.0,,,316.8,False,,3.830860534124628e-06,False,
2477,11TD2L0000002431,Wahle - Hattorf 2,400,27.466758395711107,0.0272764957855464,0.2496890976924139,,merged_way/574577691-380+2,Simplified Geometry Match (0.71),True,0.987,9.035,0.000162559,36.185,,24262656,24258096,TENNETGMBH,Wahle,Hattorf,,,,,,,,2748.0,3000.0,1200.0,False,,4.492441619455575e-06,False,
2478,11TD2L000000239T,Wahle - Braunschweig/N 1,220,9.596248976735163,0.079674489023467,0.4009273277819833,,relation/3098194-220,Parallel Circuit - Comprehensive 1:1 (was: relation/3098194-220),True,0.842,4.237,3.1733e-05,10.568,,24262656T,24272541,TENNETGMBH,Wahle,Braunschweig/N,,,,,,,,667.0,834.0,183.48,False,,3.0027441332324e-06,True,2478_2479
2479,11TD2L0000002407,Wahle - Braunschweig/N 2,220,9.596248976735163,0.0796292793644789,0.4006998297711368,,relation/3098195-220,Parallel Circuit - Comprehensive 1:1 (was: relation/3098195-220),True,0.842,4.237,3.1733e-05,10.574,,24262656T,24272541,TENNETGMBH,Wahle,Braunschweig/N,,,,,,,,667.0,834.0,183.48,False,,3.001040287497636e-06,True,2478_2479
2480,11TD2L0000002423,Wahle - Hallendorf 3,220,8.00626045701446,0.0588728603003392,0.2906064593548662,,way/231006638-220;way/231006629-220,2-Segment Fair Match,True,0.94,4.64,6.236062e-05,15.96661,,24262656T,28227099,TENNETGMBH,Wahle,Hallendorf,,,,,,,,1088.0,1360.0,299.2,False,,3.905689435641003e-06,False,
2481,11TD2L0000002415,Wahle - Gleidingen 2,220,4.910326427572369,0.055003819709702,0.2796027501909855,,way/231006638-220,Good Match,True,0.36,1.83,2.6358e-05,6.545,,24262656T,30017786,TENNETGMBH,Wahle,Gleidingen,,,,,,,,1178.0,1360.0,299.2,False,,4.027196333078686e-06,False,
2482,11TD2L0000001613,Lehrte - Wahle 1,220,31.04382480610443,0.0257300355174131,0.1237484531443357,,merged_way/29252734-220+1;way/232071584-220,2-Segment Fair Match,True,1.601,7.7,0.000178534,62.223,,24262656T,33042984,TENNETGMBH,Wahle,Lehrte,,,,,,,834.0,,,183.48,False,,2.869260562814393e-06,False,
2483,11T0-0000-1016-0,Y-Waldeck (-Waldeck - Borken - Twistetal) 3,400,3.1485682898278946,0.0297265160523186,0.2467300832342449,,merged_way/203675974-1-380+1,Parallel Circuit - One-to-One,True,0.1,0.83,1.5388e-05,3.364,,41072584,503851756,TENNETGMBH,Waldeck,Y-Waldeck,,,,,,,2400.0,,,960.0,False,,4.574316290130796e-06,True,2483_2484
2484,11T0-0000-1466-Y,Y-Waldeck (-Waldeck - Borken - Twistetal) 2,400,3.1485682898278946,0.0292899408284023,0.2535502958579881,,merged_way/203675974-1-380+1,Parallel Circuit - Parallel Circuit - Good Match,True,0.099,0.857,1.5042e-05,3.38,,41072584,503851756,TENNETGMBH,Waldeck,Y-Waldeck,,,,,,,2400.0,,,960.0,False,,4.450295857988166e-06,True,2483_2484
2485,11TD2L000000255V,Redwitz - Wuergau 436,400,14.443111848187524,0.0233975711539363,0.259436395179819,,relation/5805467-380,Fair Match,True,0.499,5.533,9.8046e-05,21.327,,24757393,24757392,TENNETGMBH,Wuergau,Redwitz,,,,,,,3154.0,,,1261.6,False,,4.597271064847376e-06,False,
2486,11TD2L0000000366,Brokdorf - Wilster/W weiss,400,4.487145006112336,0.0253813300793166,0.2927394752898108,,way/186397898-380,Parallel Circuit - One-to-One,True,0.208,2.399,3.1187e-05,8.195,,525964629,87722999,TENNETGMBH,Wilster/W,Brokdorf,,,,,,,2216.0,,,886.4,False,,3.805613178767541e-06,True,2486_2489
2487,11TD2L0000000439,Buettel - Wilster/W gelb,400,7.227684695269522,0.0251288659793814,0.311426116838488,,relation/6771820-380,Parallel Circuit - One-to-One,True,0.234,2.9,3.9898e-05,9.312,,525964629,136034396,TENNETGMBH,Wilster/W,Buettel,,,,,,,2620.0,,,1048.0,False,,4.284579037800688e-06,True,2487_2490
2488,11T0-0000-1569-K,Wilster/W - Stade/W gelb,400,11.525539008774794,0.0227025644305173,0.2904649229391827,,way/45737386-380,Manual Match: Predefined manual match,True,1.42,18.168,0.000259492,62.548,,525964629,881636329,TENNETGMBH,Wilster/W,Stade/W,,,,,,,2598.0,,,1039.2,False,,4.148685809298459e-06,False,
2489,11TD2L0000000358,Brokdorf - Wilster/W schwarz,400,4.487145006112336,0.0253844276299731,0.2927752013668537,,way/186397898-380;way/32267173-380,Parallel Circuit - Parallel Circuit - 2-Segment Good Match,True,0.208,2.399,3.1187e-05,8.194,,525964629,87722999,TENNETGMBH,Wilster/W,Brokdorf,,,,,,,2216.0,,,886.4,False,,3.8060776177690986e-06,True,2486_2489
2490,11TD2L0000000447,Buettel - Wilster/W rot,400,7.227684695269522,0.0252918287937743,0.3134457414613056,,relation/6771821-380,Parallel Circuit - One-to-One,True,0.234,2.9,3.9898e-05,9.252,,525964629,136034396,TENNETGMBH,Wilster/W,Buettel,,,,,,,2620.0,,,1048.0,False,,4.312364894076957e-06,True,2487_2490
2491,11TD2L000000059V,Dollern - Wilster/W rot,400,18.145167368789018,0.0256794425087108,0.295993031358885,,way/186397898-380;merged_way/46107365-1-380+4;way/45737386-380;merged_way/34174571-380+5;way/34174518-380;way/881636328-380,6-Segment Poor Match,True,1.474,16.99,0.000219057,57.4,,525964629,24502420,TENNETGMBH,Wilster/W,Dollern,,,,,,,2794.0,,,1117.6,False,,3.816324041811847e-06,False,
2493,11TD2L000000092X,Grohnde - Wuergassen 2,400,26.500261840857558,0.0291907161664951,0.251312187211188,,merged_way/290703850-380+3;way/148474410-380,2-Segment Poor Match,True,1.674,14.412,0.000253118,57.347,,274630377,24413992,TENNETGMBH,Wuergassen,Grohnde,,,,,,,,2620.0,3150.0,1260.0,False,,4.413796711249062e-06,False,
2494,11T0-0000-1070-V,Y-Alfstedt (-Dollern - Farge) blau,400,28.62225340710805,0.0238433943592281,0.2746165264720436,,way/286703268-380,Fair Match,True,0.771,8.88,0.000115454,32.336,,31927411,24502420,TENNETGMBH,Y-Alfstedt,Dollern,,,,,,,2216.0,,,886.4,False,,3.570447798119742e-06,False,
2495,11T0-0000-1112-7,Y-Alfstedt (-Elsfleth/W - Dollern) schwarz,400,49.22592947765757,0.0260814530254191,0.2943877776305912,,merged_way/25331184-380+4;merged_way/24493930-380+2,2-Segment Fair Match,True,1.772,20.001,0.00026183,67.941,,31927411,829116805,TENNETGMBH,Y-Alfstedt,Elsfleth/W,,,,,,,2216.0,,,886.4,False,,3.853784901605805e-06,False,
2498,11T0-0000-1034-Z,Y-Erzhausen (-Godenau - Hardegsen - Goettingen) 3,220,7.943167067050616,0.0773621751539732,0.3890641430073606,,way/296751942-220,Fair Match,True,1.03,5.18,3.5186e-05,13.314,,309902667,30109913,TENNETGMBH,Y-Erzhausen,Godenau,,,,,,,,667.0,834.0,183.48,False,,2.642782033949226e-06,False,
2499,11T0-0000-1239-A,Y-Erzhausen (-Hardegsen - Godenau - Goettingen) 3,220,17.15298332445667,0.0840170010872788,0.4217323976145761,,merged_way/953738997-1-380+2,Simplified Geometry Match (0.62),True,2.55,12.8,8.7965e-05,30.351,,309902667,952004951,TENNETGMBH,Y-Erzhausen,Hardegsen,,,,,,,,667.0,834.0,183.48,False,,2.898257059075484e-06,False,
2500,11T0-0000-1109-R,Y-Erzhausen (-Lehrte - Hardegsen) 2,220,33.12244350126561,0.0853992682406602,0.4207944346912993,,way/296751942-220;way/128975976-220,2-Segment Poor Match,True,5.205,25.647,0.00016467,60.949,,309902667,33042984,TENNETGMBH,Y-Erzhausen,Lehrte,,,,,,,,667.0,834.0,183.48,False,,2.7017670511411184e-06,False,
2501,11T0-0000-0988-1,Y-Frankfurt/SW (-Frankfurt/SW - Karben - Kriftel) 2,400,3.767984608671751,0.0280290934894447,0.2352315061202767,,merged_way/104448814-1-380+2,Good Match,True,0.158,1.326,2.3493e-05,5.637,,249797355,62061952,TENNETGMBH,Y-Frankfurt/SW,Frankfurt/SW,,,,,,,2400.0,,,960.0,False,,4.167642362959021e-06,False,
2502,11T0-0000-0989-Z,Y-Frankfurt/SW (-Karben - Kriftel) 2,400,16.29119506721605,0.0296184502193085,0.2593029288308258,,merged_way/109330042-1-380+8,Fair Match,True,0.628,5.498,9.7933e-05,21.203,,249797355,24042358,TENNETGMBH,Y-Frankfurt/SW,Karben,,,,,,,2620.0,,,1048.0,False,,4.618827524406924e-06,False,
2503,11T0-0000-1054-R,Y-Hallendorf (-Gleidingen - Mehrum) 2,220,6.043268614640007,0.0688263913611012,0.3334519995253353,,way/231006629-220,Fair Match,True,0.58,2.81,3.6003e-05,8.427,,301426399,30017786,TENNETGMBH,Y-Hallendorf,Gleidingen,,,,,,,1088.0,,,239.36,False,,4.272338910644358e-06,False,
2504,11T0-0000-1055-O,Y-Hallendorf (-Hallendorf - Mehrum - Gleidingen) 2,220,1.1247710354934617,0.1,0.5021582733812949,,relation/4441426-220,Poor Match,True,0.139,0.698,4.741e-06,1.39,,301426399,28227099,TENNETGMBH,Y-Hallendorf,Hallendorf,,,,,,,960.0,,,211.2,False,,3.410791366906475e-06,False,
2505,11T0-0000-1123-0,Y-Huntorf (-Blockland - Conneforde) weiss,220,28.849558432621077,0.0717312923018533,0.4002572374385899,,merged_way/28112089-220+8;way/23951301-220,2-Segment Poor Match,True,3.402,18.983,0.000145468,47.427,,536779518,229565743,TENNETGMBH,Y-Huntorf,Blockland,,,,,,,949.0,,,208.78,False,,3.0671980095726065e-06,False,
2506,11T0-0000-1121-6,Y-Huntorf (-Conneforde - Blockland) weiss,220,24.405820473372202,0.0668083814151229,0.3858563619799574,,merged_way/781651113-220+1,Parallel Circuit - One-to-One,True,1.76,10.165,7.7991e-05,26.344,,536779518,1128250707T,TENNETGMBH,Y-Huntorf,Conneforde,,,,,,,949.0,,,208.78,False,,2.96048436076526e-06,True,2506_2508
2507,11T0-0000-1122-3,Y-Huntorf (-Huntorf - Conneforde - Sottrum) weiss,220,2.969476554111551,0.0664493934455911,0.3838493572333877,,,,False,0.367,2.12,1.6336e-05,5.523,,536779518,42872354,TENNETGMBH,Y-Huntorf,Huntorf,,,,,,,949.0,,,208.78,False,,2.9578127829078405e-06,True,2507_2509
2508,11T0-0000-1118-Q,Y-Huntorf (-Conneforde - Sottrum) gelb,220,24.405820473372202,0.0684484264075016,0.3893929615428419,,merged_way/178708511-220+1;merged_way/781651113-220+1,Parallel Circuit - Parallel Circuit - 2-Segment Good Match,True,1.803,10.257,7.9796e-05,26.341,,536779518,1128250707T,TENNETGMBH,Y-Huntorf,Conneforde,,,,,,,949.0,,,208.78,False,,3.0293458866405985e-06,True,2506_2508
2509,11T0-0000-1119-N,Y-Huntorf (-Huntorf - Conneforde - Sottrum) gelb,220,2.969476554111551,0.13473379210431,0.7787033683448026,,,,False,0.744,4.3,3.3068e-05,5.522,,536779518,42872354,TENNETGMBH,Y-Huntorf,Huntorf,,,,,,,949.0,,,208.78,False,,5.988409996378124e-06,True,2507_2509
2510,11T0-0000-1120-9,Y-Huntorf (-Sottrum - Conneforde) gelb,220,56.79829007873648,0.0687939153557051,0.3829344742041387,,merged_way/28112089-220+8;way/113135861-220,2-Segment Fair Match,True,4.631,25.778,0.00020012,67.317,,536779518,955268863T,TENNETGMBH,Y-Huntorf,Sottrum,,,,,,,883.0,,,194.26,False,,2.972800332753985e-06,False,
2511,11T0-0000-0990-L,Y-Niederlangen (-Doerpen/W - Meppen) EOWS,400,8.479934513161306,0.026144801980198,0.2929300742574257,,way/301953423-380,Fair Match,True,0.338,3.787,4.9069e-05,12.928,,375714534,142487746,TENNETGMBH,Y-Niederlangen,Doerpen/W,,,,,,,2575.0,,,1030.0,False,,3.7955600247524752e-06,False,
2512,11T0-0000-0991-I,Y-Niederlangen (-Niederlangen - Doerpen/W - Meppen) EOWS,400,0.2655589376423394,0.024024024024024,0.3003003003003003,,,,False,0.008,0.1,1.21e-06,0.333,,375714534,797009308,TENNETGMBH,Y-Niederlangen,Niederlangen,,,,,,,750.0,,,300.0,False,,3.6336336336336338e-06,False,
2513,11T0-0000-1018-V,Y-Rhede (-Diele - Doerpen/W) schwarz,400,7.621040769468735,0.026450186752039,0.2958304748837563,,way/31742764-380,Fair Match,True,0.347,3.881,5.03e-05,13.119,,32042992,177829920,TENNETGMBH,Y-Rhede,Diele,,,,,,,2216.0,,,886.4,False,,3.834133699214879e-06,False,
2514,11T0-0000-1020-E,Y-Rhede (-Doerpen/W - Diele) schwarz,400,3.0573377572918474,0.0264469145266385,0.2957071674971253,,way/61910372-380,Fair Match,True,0.138,1.543,1.9999e-05,5.218,,32042992,142487746,TENNETGMBH,Y-Rhede,Doerpen/W,,,,,,,2216.0,,,886.4,False,,3.832694518972786e-06,False,
2515,11T0-0000-1037-Q,Y-Voerden (-Grohnde - Bergshausen) 1,400,18.378651300809125,0.0290275761973875,0.2498790517658442,,way/148474410-380,Fair Match,True,0.84,7.231,0.000127005,28.938,,533737514,24413992,TENNETGMBH,Y-Voerden,Grohnde,,,,,,,,2616.0,3150.0,1260.0,False,,4.388865851130002e-06,False,
2516,11T0-0000-1038-N,Y-Voerden (-Voerden - Grohnde - Bergshausen) 1,400,0.3031978833178225,0.0581395348837209,0.4922480620155038,,,,False,0.015,0.127,2.199e-06,0.258,,533737514,42681484,TENNETGMBH,Y-Voerden,Voerden,,,,,,,883.0,,,353.2,False,,8.523255813953489e-06,False,
2517,11T0-0000-1015-3,Y-Waldeck (-Borken - Twistetal) 3,400,13.500004458337058,0.0275869471876341,0.2509124087591241,,way/32398460-380,Parallel Circuit - One-to-One,True,0.514,4.675,8.4176e-05,18.632,,503851756,156673636,TENNETGMBH,Y-Waldeck,Borken,,,,,,,,2720.0,3154.0,1261.6,False,,4.517818806354659e-06,True,2517_2519
2518,11T0-0000-1017-Y,Y-Waldeck (-Twistetal - Borken) 3,400,14.366451254769938,0.0273094628081637,0.2541224600720737,,way/98382716-380,Fair Match,True,0.6371,5.9284,0.0001041187,23.32891,,503851756,41232144,TENNETGMBH,Y-Waldeck,Twistetal,,,,,,,,2720.0,3154.0,1261.6,False,,4.463076071706736e-06,False,
2519,11T0-0000-1465-0,Y-Waldeck (-Borken - Twistetal) 2,400,13.500004458337058,0.0295080208165674,0.2540372337571758,,way/32398460-380,Parallel Circuit - Parallel Circuit - Fair Match,True,0.55,4.735,8.3152e-05,18.639,,503851756,156673636,TENNETGMBH,Y-Waldeck,Borken,,,,,,,,2620.0,3150.0,1260.0,False,,4.46118353988948e-06,True,2517_2519
2520,11T0-0000-1049-G,Y-Wechold (-Landesbergen - Sottrum) rot/1,220,21.22233233571384,0.0783753396420875,0.3014616321559074,,way/118351425-220,Parallel Circuit - One-to-One,True,3.346,12.87,0.000168468,42.692,,28812249,27739871T,TENNETGMBH,Y-Wechold,Landesbergen,,,,,,,,886.0,1108.0,243.76,False,,3.946125737843155e-06,True,2520_2523
2521,11T0-0000-1052-X,Y-Wechold (-Sottrum - Landesbergen) rot/1,220,18.902330463689268,0.0772939714843519,0.2972845057090458,,way/231735886-220,Parallel Circuit - One-to-One,True,2.613,10.05,0.000131554,33.806,,28812249,955268863T,TENNETGMBH,Y-Wechold,Sottrum,,,,,,,,886.0,949.0,208.78,False,,3.891439389457494e-06,True,2521_2524
2523,11T0-0000-1046-P,Y-Wechold (-Landesbergen - Sottrum) gelb/2,220,21.22233233571384,0.0785224819299727,0.3020275978597578,,way/118351425-220,Parallel Circuit - Parallel Circuit - Poor Match,True,3.346,12.87,0.000168468,42.612,,28812249,27739871T,TENNETGMBH,Y-Wechold,Landesbergen,,,,,,,,886.0,1108.0,243.76,False,,3.953534215713883e-06,True,2520_2523
2524,11T0-0000-1048-J,Y-Wechold (-Sottrum - Landesbergen) gelb/2,220,18.902330463689268,0.0773054051655276,0.2973284814058756,,way/231735886-220,Parallel Circuit - Parallel Circuit - Fair Match,True,2.613,10.05,0.000131554,33.801,,28812249,955268863T,TENNETGMBH,Y-Wechold,Sottrum,,,,,,,,886.0,949.0,208.78,False,,3.89201502914115e-06,True,2521_2524
2526,11TD2L000000122D,Irsching - Zolling 262,220,28.16195809718576,0.0278206724782067,0.304159402241594,,relation/3749851-220,Fair Match,True,1.117,12.212,0.000155647,40.15,,133342285,137602559T,TENNETGMBH,Zolling,Irsching,,,,,,,1600.0,,,352.0,False,,3.876637608966376e-06,False,
2527,11T0-0000-1238-D,Y-Dauersberg (-Asslar - Limburg) WW1,400,45.14961872228464,0.0196835346277327,0.1725271365234673,,merged_way/138220867-380+2;merged_way/352376135-380+2;way/152403657-1-380,3-Segment Fair Match,True,0.515,4.514,7.854e-05,26.164,Internal tie-line with Amprion ,24536211,152403632,TENNETGMBH,Asslar,Dauersberg,,,,,,,2612.0,,,1044.8,False,,3.001834581868216e-06,False,
2528,11T0-0000-0072-V,Guetersloh - Bechterdissen SN2,400,20.834517524951593,0.0086985044685686,0.081957007420618,,relation/4430965-380-b,Fair Match,True,0.346,3.26,5.9847e-05,39.7769526072261,Internal tie-line with Amprion ,24264701,26383042,TENNETGMBH,Bechterdissen,Guetersloh,,,,,,,2720.0,,,1088.0,False,,1.5045647310127991e-06,False,
2532,11T-D2-D7-00020D,Dillenburg - Dauersberg WO2,400,29.606224491558944,0.0123330386369747,0.1122491975192321,,way/345675089-380;merged_way/138220867-380+2;merged_way/352376135-380+2,3-Segment Poor Match,True,1.064,9.684,0.000167359,86.2723316871891,Internal tie-line with Amprion ,24536328,152403632,TENNETGMBH,Dillenburg,Dauersberg,,,,,,,2612.0,,,1044.8,False,,1.939891929741964e-06,False,
2533,11T-D2-D7-00002F,Hanekenfaehr - Doerpen/W EWBL,400,34.10348380224282,0.0154413947600797,0.1494858428901341,,way/301953423-380;merged_way/33174242-380+1;relation/962120-380-a;relation/962120-380-b,4-Segment Poor Match,True,1.128,10.92,0.000164934,73.0503958694319,Internal tie-line with Amprion ,142487746,61918154,TENNETGMBH,Doerpen/W,Hanekenfaehr,,,,,,,,2216.0,3399.0,1359.6,False,,2.2578111731906027e-06,False,
2534,11T-D2-D8-000051,Hamburg/S - Dollern 982,400,27.135686548102107,0.0078551852950931,0.0617068444847871,,merged_way/243146012-1-380+1,Parallel Circuit - One-to-One,True,0.45,3.535,6.5201e-05,57.287,Internal tie-line with 50Hertz ,24502420,11285720,TENNETGMBH,Dollern,Hamburg/S,,,,,,,2580.0,,,1032.0,False,,1.1381465253897045e-06,True,2534_2535
2535,11T-D2-D8-00063O,Hamburg/S - Dollern 981,400,27.135686548102107,0.0078551852950931,0.0617068444847871,,merged_way/129175345-380+2;merged_way/243146012-1-380+1,Parallel Circuit - Parallel Circuit - 2-Segment Fair Match,True,0.45,3.535,6.5201e-05,57.287,Internal tie-line with 50Hertz,24502420,11285720,TENNETGMBH,Dollern,Hamburg/S,,,,,,,2580.0,,,1032.0,False,,1.1381465253897045e-06,True,2534_2535
2536,11T-D2-D7-00030A,Dettingen - Grosskrotzenburg US1,400,2.7128649219049845,0.0091852871322711,0.0849262613541139,,relation/1641757-380,Simplified Geometry Match (0.92),True,0.061,0.564,9.896e-06,6.64105532266762,Internal tie-line with Amprion ,42410916,42372159,TENNETGMBH,Grosskrotzenburg,Dettingen,,,,,,,2720.0,,,1088.0,False,,1.490124614114028e-06,False,
2537,11T-D2-D7-000318,Urberach - Grosskrotzenburg UN2,400,15.380108518365832,0.0091030257379758,0.0846496318624853,,relation/1641756-380,Fair Match,True,0.321,2.985,5.2417e-05,35.2630003736954,Internal tie-line with Amprion ,42410916,23284340,TENNETGMBH,Grosskrotzenburg,Urberach,,,,,,,2720.0,,,1088.0,False,,1.4864588788394965e-06,False,
2540,11T-D2-D8-000213,Helmstedt - Wolmirstedt 492,400,43.789133460233906,0.0155056272077548,0.1397560174155918,,relation/14435819-380,Parallel Circuit - Comprehensive 1:1 (was: relation/14435819-380),True,0.755,6.805,0.000105642,48.692,Internal tie-line with 50Hertz,26474759,26472665,TENNETGMBH,Helmstedt,Wolmirstedt,,,,,,,3018.0,,,1207.2,False,,2.1695966483200527e-06,True,2540_2541
2541,11T-D2-D8-000205,Helmstedt - Wolmirstedt 491,400,43.789133460233906,0.0155033984270724,0.1397359288691759,,relation/3883858-380,Parallel Circuit - Comprehensive 1:1 (was: relation/3883858-380),True,0.755,6.805,0.000105642,48.699,Internal tie-line with 50Hertz,26474759,26472665,TENNETGMBH,Helmstedt,Wolmirstedt,,,,,,,3018.0,,,1207.2,False,,2.1692847902421e-06,True,2540_2541
2542,11T-D2-D8-000302,Mecklar - Vieselbach 449,400,96.56098585142992,0.013682895994573,0.1258440997810736,,relation/129420-380,Poor Match,True,1.775,16.325,0.000267108,129.724,Internal tie-line with 50Hertz,29309786,143882655,TENNETGMBH,Mecklar,Vieselbach,,,,,,,2748.0,,,1099.2,False,,2.059048441306158e-06,False,
2543,11T-D2-D8-000310,Mecklar - Eisenach 450,400,45.20869939785995,0.0141718486961899,0.1174975091902291,,relation/270536-380,Fair Match,True,0.825,6.84,0.000124102,58.214,Internal tie-line with 50Hertz,29309786,948341123,TENNETGMBH,Mecklar,Eisenach,,,,,,,2748.0,,,1099.2,False,,2.131823959872196e-06,False,
2544,11T-D2-D8-00051V,Redwitz - Remptendorf 414,400,41.565116769285815,0.0130608015151244,0.1288927799317479,,relation/3732383-380,Parallel Circuit - Comprehensive 1:1 (was: relation/3732383-380),True,0.731,7.214,0.000126606,55.969,Internal tie-line with 50Hertz,24757392,128277645,TENNETGMBH,Redwitz,Remptendorf,,,,,,,,2619.0,3600.0,1440.0,False,,2.2620736479122373e-06,True,2544_2545
2545,11T-D2-D8-00050X,Redwitz - Remptendorf 413,400,41.565116769285815,0.0141109225685451,0.1333035634544967,,relation/3805411-380,Parallel Circuit - Comprehensive 1:1 (was: relation/3805411-380),True,0.79,7.463,0.000120386,55.985,Internal tie-line with 50Hertz,24757392,128277645,TENNETGMBH,Redwitz,Remptendorf,,,,,,,,2619.0,3600.0,1440.0,False,,2.150325980173261e-06,True,2544_2545
2546,11T-D2-D8-001015,Altenfeld - Redwitz 460,400,32.471366131056165,0.0083168875105723,0.1248237947561319,,relation/5486612-380,Parallel Circuit - Special Case (Altenfeld-Redwitz),True,0.472,7.084,0.000132855,56.752,Internal tie-line with 50Hertz,24757392,149256409,TENNETGMBH,Redwitz,Altenfeld,,,,,,,3600.0,,,1440.0,False,,2.340974767409078e-06,True,2546_2547
2547,11T-D2-D8-001007,Altenfeld - Redwitz 459,400,32.471366131056165,0.0083164478900537,0.1248171967227557,,relation/5486612-380,Parallel Circuit - Special Case (Altenfeld-Redwitz),True,0.472,7.084,0.000132855,56.755,Internal tie-line with 50Hertz,24757392,149256409,TENNETGMBH,Redwitz,Altenfeld,,,,,,,3600.0,,,1440.0,False,,2.3408510263412915e-06,True,2546_2547
2551,11T0-0000-0032-A,Audorf/S - Hamburg/N weiss,400,39.447151130860746,0.0066333550582953,0.1194438409732782,,merged_way/449010724-380+2,Fair Match,True,0.458,8.247,0.000164148,69.045,Internal tie-line with 50Hertz,22720647,35176751,TENNETGMBH,Hamburg/N,Audorf/S,,,,,,,3600.0,,,1440.0,False,,2.3774060395394307e-06,False,
