id,EIC_Code,NE_name,v_nom,length_km,r_per_km,x_per_km,b_per_km_uS,PyPSA_ids,match_quality,has_match,r,x,b,length,Comment,bus0,bus1,TSO,CORE-TSO_bus0,CORE-TSO_bus1,Imax,Maximum Current Imax (A) Period 2,Maximum Current Imax (A) Period 3,Maximum Current Imax (A) Period 4,Maximum Current Imax (A) Period 5,Maximum Current Imax (A) Period 6,Maximum Current Imax (A) Fixed,Dynamic line rating (DLR) DLRmin(A),Dynamic line rating (DLR) DLRmax(A),s_nom,tie_line,Unnamed: 26,b_per_km,is_parallel_circuit,parallel_group
152,11T0-0000-0741-B,Mittelbexbach - Uchtelfangen BLIES S ,400,17.321011125814103,0.0294394716931351,0.2514170266502359,,merged_way/139305260-1-380+2,Parallel Circuit - Parallel Circuit - Fair Match,True,0.598,5.107,8.86e-05,20.3128645185384,,152018146,54359256,Amprion GmbH,Mittelbexbach,Uchtelfangen,,,,,,,,,3150.0,1260.0,False,,4.361767879618347e-06,True,151_152
153,11T0-0000-1620-L,Y-Y (-Buers - Hoheneck - Tiengen - Werben) BLUDNZ W    ,220,79.24933150567878,0.0401647186424582,0.3798135907865529,,relation/1750800-220-b,Simplified Geometry Match (0.93),True,3.532,33.4,0.0002539,87.9378748159912,,83529203,346125661T,Amprion GmbH,Y-Werben,Y-Herbertingen,,,,,,,896.0,,,197.12,False,,2.8872655898414907e-06,False,
155,11T0-0000-0961-U,Y-Hoheneck (-Buers - Tiengen - Werben) BLUDNZ W    ,220,28.071777344117297,0.0370235716304388,0.3339927621480855,,way/189574881-220,Simplified Geometry Match (0.85),True,4.648,41.93,0.0004122,125.541642670116,,25802269T,346125661T,Amprion GmbH,Hoheneck,Y-Herbertingen,,,,,,,1026.0,,,225.72,False,,3.2833726820281626e-06,False,
156,11T0-0000-0962-R,Y-Tiengen (-Buers - Hoheneck - Werben) BLUDNZ W    ,220,97.55300458888524,0.0658097635206287,0.4173387614684154,,merged_way/240543053-2-220-a+1,Simplified Geometry Match (1.01),True,7.506,47.6,0.0002997,114.056024493192,,31367940T,346125661T,Amprion GmbH,Tiengen,Y-Herbertingen,,,,,,,896.0,,,197.12,False,,2.627656025463952e-06,False,
157,11T0-0000-0176-E,Bochum - Eiberg BOCHUM W ,220,4.044340045142459,0.0570189384520159,0.3007652032360079,,merged_way/68561219-2-220+2;merged_way/25028229-2-220+3,2-Segment Poor Match,True,0.735,3.877,4.7e-05,12.8904539430971,,68549340,113546939T,Amprion GmbH,Bochum,Eiberg,,,,,,,,,2000.0,440.0,False,,3.64610898944864e-06,False,
158,11T0-0000-0194-C,Bocklemuend - Brauweiler BOCKLE N ,220,3.5277464639567806,0.0578676497029235,0.3007845968075036,,relation/1101996-220,Parallel Circuit - One-to-One,True,0.273,1.419,1.72e-05,4.71766179206355,,22690852,23084554T,Amprion GmbH,Bocklemuend,Brauweiler,,,,,,,718.0,,,157.96,False,,3.645873900697014e-06,True,158_159
159,11T0-0000-0195-9,Bocklemuend - Brauweiler BOCKLE S ,220,3.5277464639567806,0.0578676497029235,0.3007845968075036,,relation/1101996-220,Parallel Circuit - Parallel Circuit - Good Match,True,0.273,1.419,1.72e-05,4.71766179206355,,22690852,23084554T,Amprion GmbH,Bocklemuend,Brauweiler,,,,,,,718.0,,,157.96,False,,3.645873900697014e-06,True,158_159
160,11T0-0000-0535-D,Luestringen - Wehrendorf BOHMTE W ,220,14.844697114389046,0.0761909672449561,0.3578279690722149,,merged_way/37982818-220+2,Fair Match,True,1.611,7.566,6.48e-05,21.1442387234774,,37764852T,33411203T,Amprion GmbH,Luestringen,Wehrendorf,,,,,,,740.0,,,162.8,False,,3.0646646042663927e-06,False,
161,11T0-0000-0642-D,Hanekenfaehr - Westerkappeln BRAMGAU ,400,41.72609100012852,0.0271970911752973,0.2515318856575986,,relation/962122-380,Poor Match,True,1.65,15.26,0.0002645,60.668252695298,,61918154,114319248,Amprion GmbH,Hanekenfaehr,Westerkappeln,,,,,,,2565.0,,,1026.0,False,,4.359776130827972e-06,False,
162,11T0-0000-0927-S,Brauweiler - Rommerskirchen BRAUWL W ,400,7.754689761197479,0.0125503900871713,0.2556370439886951,,way/33382745-220,Parallel Circuit - One-to-One,True,0.122,2.485,4.17e-05,9.72081338927504,,23084554,24839976,Amprion GmbH,Brauweiler,Rommerskirchen 1,,,,,,,,,3150.0,1260.0,False,,4.289764480615125e-06,True,162_372_403
163,11T0-0000-0164-O,Bergmannsglueck - Buescherhof BUER S ,220,10.285352019248544,0.047606712207539,0.2837451930246691,,merged_way/72658499-1-220+1;merged_way/72658449-220+5;merged_way/81354098-2-220+2,3-Segment Fair Match,True,0.829,4.941,6.73e-05,17.4135108592674,,22944791,24921206T,Amprion GmbH,Bergmannsglueck,Buescherhof,,,,,,,1290.0,,,283.8,False,,3.864815116486587e-06,False,
164,11T0-0000-0568-T,Buerstadt - Lambsheim BUERST W ,400,11.930531986188273,0.027016952616749,0.2509310807876516,,merged_way/152924510-1-380+1,Fair Match,True,0.455,4.226,7.36e-05,16.8412776398003,,149987048,600395952,Amprion GmbH,Buerstadt,Lambsheim,,,,,,,,,3150.0,1260.0,False,,4.370214752951056e-06,False,
165,11T0-0000-0576-V,Y-Buescherhof (-Karnap - Rosenblumendelle) BUESHR W ,400,4.677289927841318,0.0272934952769798,0.2506888847015749,,way/81354098-1-380,Fair Match,True,0.146,1.341,2.34e-05,5.34925990674199,,24921206,273067278,Amprion GmbH,Buescherhof,Y-Karnap,,,,,,,2720.0,,,1088.0,False,,4.374436914255669e-06,False,
166,11T0-0000-0657-V,Y-Karnap (-Buescherhof - Rosenblumendelle) BUESHR W ,400,0.4528537203350423,0.0269528730977384,0.2639135490820223,,,,False,0.024,0.235,3.7e-06,0.890443104635616,,59925390,273067278,Amprion GmbH,Karnap,Y-Karnap,,,,,,,2720.0,,,1088.0,False,,4.155234602568011e-06,False,
167,11T0-0000-0838-Q,Y-Rosenblumendelle (-Buescherhof - Karnap) BUESHR W ,400,5.9476064823074175,0.0271996655914394,0.2555691351116437,,merged_way/61910820-1-380+6,Fair Match,True,0.303,2.847,4.78e-05,11.1398428403974,,26291794,273067278,Amprion GmbH,Rosenblumendelle,Y-Karnap,,,,,,,2720.0,,,1088.0,False,,4.290904340827738e-06,False,
168,11T0-0000-0928-P,Brauweiler - Knapsack BURBAC O ,400,7.674138551698516,0.0272207818749989,0.2522459120416566,,merged_way/22766290-1-380+3,Fair Match,True,0.345,3.197,5.51e-05,12.6741399855552,,23084554,22765517,Amprion GmbH,Brauweiler,Knapsack,,,,,,,,,3150.0,1260.0,False,,4.347435018296928e-06,False,
169,11T0-0000-0280-N,Y-Gersteinwerk (-Poeppingshausen - Ruhrzink) CAPPEN N ,220,25.564591544190012,0.055225536023478,0.2982178945267814,,merged_way/42509126-2-220+1;merged_way/109563300-1-220+1;merged_way/109563298-1-220+1;way/292316785-220,4-Segment Fair Match,True,1.655,8.937,0.0001102,29.9680205783138,,42507488T,319868746,Amprion GmbH,Gersteinwerk,Y-Poeppinghausen,,,,,,,,,1539.0,338.58,False,,3.6772532143729785e-06,False,
170,11T0-0000-0441-Q,Y-Poeppinghausen (-Gersteinwerk - Ruhrzink) CAPPEN N ,220,6.136868667480216,0.0718772835280294,0.3959691210845207,,merged_way/66676627-220+1,Parallel Circuit - One-to-One,True,0.558,3.074,2.15e-05,7.76323161659832,,28452784,319868746,Amprion GmbH,Poeppinghausen,Y-Poeppinghausen,,,,,,,,,1539.0,338.58,False,,2.7694652255423542e-06,True,170_197_265
171,11T0-0000-0464-9,Y-Ruhrzink (-Gersteinwerk - Poeppinghausen) CAPPEN N ,220,1.4589421931929132,0.0504543097548292,0.3984743781773449,,way/89478841-220,Parallel Circuit - One-to-One,True,0.088,0.695,4.8e-06,1.74415229199676,,787840119,319868746,Amprion GmbH,Ruhrzink,Y-Poeppinghausen,,,,,,,,,1539.0,338.58,False,,2.752053259354325e-06,True,171_198
172,11T0-0000-0282-H,Elmenhorst - Gersteinwerk CAPPEN S ,220,18.632785473743546,0.054477021173058,0.297222872974014,,merged_way/42509126-2-220+1;way/123170766-2-220,2-Segment Fair Match,True,1.509,8.233,0.0001022,27.6997524370199,,24415232,42507488T,Amprion GmbH,Elmenhorst,Gersteinwerk,,,,,,,,,1392.0,306.24,False,,3.68956366062726e-06,False,
173,11T0-0000-0727-1,Datteln - Mengede DATTLN O ,400,4.006710189701968,0.027164614522762,0.2568108575915736,,relation/1109593-380-a,Parallel Circuit - One-to-One,True,0.271,2.562,4.26e-05,9.97621371630069,,275138524,32472806,Amprion GmbH,Datteln,Mengede,,,,,,,2720.0,,,1088.0,False,,4.270157116862231e-06,True,173_174
174,11T0-0000-0728-Z,Datteln - Mengede DATTLN W ,400,4.006710189701968,0.0271434335335587,0.2570112562624053,,relation/1109599-380-a,Parallel Circuit - One-to-One,True,0.271,2.566,4.26e-05,9.98399851164552,,275138524,32472806,Amprion GmbH,Datteln,Mengede,,,,,,,2720.0,,,1088.0,False,,4.266827559149831e-06,True,173_174
175,11T0-0000-0706-C,Dauersberg - Linde DAURSB O ,400,54.76043634467833,0.0272012847027821,0.2512970851586049,,relation/1083990-380-c,Fair Match,True,2.009,18.56,0.0003223,73.8568057336835,,152403632,92165128,Amprion GmbH,Dauersberg,Linde,,,,,,,2720.0,,,1088.0,False,,4.363849706175557e-06,False,
176,11T0-0000-0632-H,Dauersberg - Halfeshof DAURSB W ,400,59.0174252742019,0.0271892196009795,0.2511506379009401,,merged_way/47248249-1-380+12,Simplified Geometry Match (0.84),True,2.294,21.19,0.0003684,84.3716750118622,,152403632,33816726,Amprion GmbH,Dauersberg,Halfeshof,,,,,,,2720.0,,,1088.0,False,,4.366394289887039e-06,False,
178,11T0-0000-1374-4,Y-Voehringen (-Buers - Werben) DELLM O ,220,54.279041604808114,0.0510396222258036,0.3296533739954125,,merged_way/31363228-2-220+4,Simplified Geometry Match (1.05),True,6.622,42.77,0.0004316,129.742339602431,,85523877T,83529203,Amprion GmbH,Voehringen,Y-Werben,,,,,,,1220.0,,,268.4,False,,3.3265933181299977e-06,False,
179,11T0-0000-0382-C,Hamborn - Niederrhein DINSLK W,220,12.199308224882023,0.0356173776926777,0.2698982520758922,,relation/1167326-220;merged_way/906381479-2-220+1,2-Segment Fair Match,True,0.682,5.168,7.78e-05,19.1479565364018,,37554416,24462426T,Amprion GmbH,Hamborn,Niederrhein,,,,,,,,841.0,1031.0,226.82,False,,4.063096751452091e-06,False,
180,11T0-0000-0957-G,Y-Hoheneck (-Dellmensingen - Voehringen) DONAU O ,400,67.93687757289,0.0288408444373569,0.2588488565332459,,merged_way/24523546-380+1;way/17673603-380;way/28861605-1-380;merged_way/28861606-380+1;way/30588239-380;way/108388740-380,6-Segment Fair Match,True,2.849,25.57,0.0004185,98.7835153782719,,25802269,41389594,Amprion GmbH,Hoheneck,Y-Voehringen,,,,,,,2440.0,,,976.0,False,,4.236536818895715e-06,False,
181,11T0-0000-0956-J,Y-Voehringen (-Dellmensingen - Hoheneck) DONAU O ,400,14.806869349552374,0.027135151991739,0.251569118787929,,way/108526478-1-380;way/108388744-380,2-Segment Good Match,True,0.465,4.311,7.47e-05,17.1364435379453,,85523877,41389594,Amprion GmbH,Voehringen,Y-Voehringen,,,,,,,2720.0,,,1088.0,False,,4.359130868350336e-06,False,
183,11T-D4-D7-00005O,Dellmensingen - Voehringen DONAU W     ,400,14.806869346879713,0.0294144187815664,0.2509157100111759,,way/108388744-380,Fair Match,True,0.247,2.107,3.67e-05,8.39724224484052,,85523877,41389594,Amprion GmbH,Voehringen,Dellmensingen,,,,,,,2580.0,,,1032.0,False,,4.3704824667347685e-06,False,
184,11T0-0000-0996-3,Y-St. Huelfe (-Ohlensehlen - Wehrendorf) DUEMM S1 ,400,7.594121027727994,0.0100324639135113,0.1906807154007498,,merged_way/760958089-1-380+1,Good Match,True,0.157,2.984,9e-05,15.649196583559,,32904794,8422115751,Amprion GmbH,St Huelfe,Y-St Huelfe,,,,,,,481.0,,,192.4,False,,5.751093963159345e-06,False,
185,11T0-0000-0978-5,Y-Wehrendorf (-Ohlensehlen - St. Huelfe) DUEMM S1 ,400,12.064322860014482,0.0239903635676419,0.2585209119224288,,merged_way/1131127622-380+1;way/1131127625-380;merged_way/1131127616-1-380+1,3-Segment Fair Match,True,0.509,5.485,9e-05,21.2168522817443,,33411203,8422115751,Amprion GmbH,Wehrendorf,Y-St Huelfe,,,,,,,2720.0,,,1088.0,False,,4.241911043394456e-06,False,
186,11T0-0000-1115-Z,Y-Ohlensehlen (-St. Huelfe - Wehrendorf) DUEMM S1    ,400,33.67358963509071,0.0300987306886958,0.2543828206593007,,merged_way/733884560-380+2,Fair Match,True,0.62,5.24,8.88e-05,20.5988752951915,,8422115751,953015049,Amprion GmbH,Y-St Huelfe,Ohlensehlen,,,,,,,2616.0,,,1046.4,False,,4.310914976058379e-06,False,
187,11T0-0000-0413-W,Duennwald - Opladen DUENNW O ,220,6.3991336886423875,0.0594143394214648,0.3485708041269411,,way/54071725-220,Parallel Circuit - One-to-One,True,0.593,3.479,3.14e-05,9.98075558483387,,27871140,22761839T,Amprion GmbH,Duennwald,Opladen,,,,,,,,,1548.0,340.56,False,,3.146054397696449e-06,True,187_188
188,11T0-0000-1376-Z,Duennwald - Opladen DUENNW W ,220,6.3991336886423875,0.0591198886739964,0.3480170773212074,,relation/1084001-220-b;way/54071725-220,Parallel Circuit - Parallel Circuit - 2-Segment Fair Match,True,0.591,3.479,3.15e-05,9.99663587424765,,27871140,22761839T,Amprion GmbH,Duennwald,Opladen,,,,,,,,,1548.0,340.56,False,,3.151060056228236e-06,True,187_188
189,11T0-0000-0654-3,Eiberg - Karnap EIBERG N ,400,10.039440513740152,0.0272648025861017,0.2515420238590861,,way/25314891-1-380;merged_way/61733762-1-380+7,2-Segment Fair Match,True,0.394,3.635,6.3e-05,14.4508656813397,,113546939,59925390,Amprion GmbH,Eiberg,Karnap,,,,,,,2580.0,,,1032.0,False,,4.359600413513735e-06,False,
190,11T0-0000-0121-C,Y-Altenkleusheim (-Eiserfeld - Setzer Wiese) EISERF ,220,4.5280294196443425,0.0934821751953634,0.4003653509095886,,way/29287463-220,Parallel Circuit - One-to-One,True,0.686,2.938,2.01e-05,7.33829736595629,,132814303,384862833,Amprion GmbH,Altenkleusheim,Y-Setzer Wiese,,,,,,,740.0,,,162.8,False,,2.7390549875026315e-06,True,190_395
191,11T0-0000-0248-F,Y-Eiserfeld (-Altenkleusheim - Setzerwiese) EISERF ,220,7.9162886970117,0.0671568997644156,0.3166553122167092,,way/159712911-220,Parallel Circuit - One-to-One,True,1.148,5.413,5.92e-05,17.0942971463416,,89043564,384862833,Amprion GmbH,Eiserfeld,Y-Setzer Wiese,,,,,,,960.0,,,211.2,False,,3.463143263112726e-06,True,191_396
192,11T0-0000-1377-W,Y-Setzer Wiese (-Altenkleusheim - Eiserfeld) EISERF ,220,4.147562337259946,0.0540078406722396,0.2894134446182241,,merged_way/159685340-1-220+3,Parallel Circuit - One-to-One,True,0.315,1.688,2.21e-05,5.83248647009714,,90148336,384862833,Amprion GmbH,Setzer Wiese,Y-Setzer Wiese,,,,,,,1360.0,,,299.2,False,,3.7891215201793554e-06,True,192_397
193,11T0-0000-1673-T,Diefflen - Uchtelfangen ELLBCH N ,220,17.448869532651877,0.0496353342486031,0.282921405217038,,way/131956209-1-220;way/296529805-2-220,2-Segment Fair Match,True,1.1,6.27,8.59e-05,22.1616317619732,,82310607,54359256T,Amprion GmbH,Diefflen,Uchtelfangen,,,,,,,1360.0,,,299.2,False,,3.876068374504556e-06,False,
194,11T0-0000-0253-Q,Eller - Opladen ELLER O,220,12.558096322073887,0.0490777327114407,0.2608583980604161,,way/152297163-220;merged_way/27092940-1-220+1;merged_way/27044875-220+1,3-Segment Fair Match,True,1.269,6.745,0.0001087,25.8569402026222,,23140544,22761839T,Amprion GmbH,Eller,Opladen,,,,,,,,,1539.0,338.58,False,,4.203900351247922e-06,False,
195,11T0-0000-0495-V,Eller - St. Peter ELLER W ,220,6.437239678619375,0.0572583999590179,0.3424289076983272,,merged_way/185849924-1-220+2;way/161242257-220,2-Segment Fair Match,True,0.919,5.496,5.14e-05,16.0500468168472,,23140544,49577401T,Amprion GmbH,Eller,St Peter,,,,,,,,1104.0,1344.0,295.68,False,,3.202482870395564e-06,False,
196,11T0-0000-0259-8,Y-Elmenhorst (-Poeppinghausen - Ruhrzink) ELMENH S ,220,7.0026828848044245,0.052135104809558,0.2923221098085738,,relation/3028644-220;way/60541934-220;way/292316785-220,3-Segment Fair Match,True,0.542,3.039,3.9e-05,10.3960661818912,,24415232,319868746,Amprion GmbH,Elmenhorst,Y-Elmenhorst,,,,,,,1539.0,,,338.58,False,,3.7514189807615593e-06,False,
197,11T0-0000-0442-N,Y-Poeppinghausen (-Elmenhorst - Ruhrzink) ELMENH S ,220,6.136868667480216,0.0719071218457802,0.3966573363911629,,merged_way/66676627-220+1;way/89478841-220,Parallel Circuit - Parallel Circuit - 2-Segment Good Match,True,0.554,3.056,2.13e-05,7.70438290087828,,28452784,319868746,Amprion GmbH,Poeppinghausen,Y-Elmenhorst,,,,,,,1539.0,,,338.58,False,,2.764660099846784e-06,True,170_197_265
198,11T0-0000-0465-6,Y-Ruhrzink (-Elmenhorst - Poeppinghausen) ELMENH S ,220,1.4589421931929132,0.0504543097548292,0.3984743781773449,,way/89478841-220,Parallel Circuit - Parallel Circuit - Good Match,True,0.088,0.695,4.8e-06,1.74415229199676,,787840119,319868746,Amprion GmbH,Ruhrzink,Y-Elmenhorst,,,,,,,1539.0,,,338.58,False,,2.752053259354325e-06,True,171_198
199,11T0-0000-0207-Y,Buescherhof - Hamborn EMSHER N ,220,9.639714701155444,0.0580822149934283,0.3008927991960883,,relation/1224880-220,Parallel Circuit - One-to-One,True,0.604,3.129,3.79e-05,10.3990524477818,,24921206T,37554416,Amprion GmbH,Buescherhof,Hamborn,,,,,,,1160.0,,,255.2,False,,3.644562828230025e-06,True,199_200
200,11T0-0000-0208-V,Buescherhof - Hamborn EMSHER S ,220,9.639714701155444,0.0580324375243392,0.3006522965605899,,relation/1224881-220,Parallel Circuit - One-to-One,True,0.603,3.124,3.79e-05,10.3907405189916,German internal tie-line,24921206T,37554416,Amprion GmbH,Buescherhof,Hamborn,,,,,,,1160.0,,,255.2,False,,3.6474782457254655e-06,True,199_200
201,11T0-0000-0983-G,Meppen - Niederlangen EMSLD OW    ,400,9.853451306759437,0.005949922508271,0.0667456287600995,,merged_way/33174242-380+1,Poor Match,True,0.257,2.883,3.74e-05,43.1938398597191,,206289192,375714534,Amprion GmbH,Meppen,Y-Niederlangen,,,,,,,3150.0,,,1260.0,False,,8.658642093748603e-07,False,
203,11T0-0000-1672-W,Diefflen - Ensdorf ENSDF N ,220,5.495134607732081,0.0476338361316766,0.2670381722533386,,way/131956209-1-220;merged_way/54359261-2-220+1,2-Segment Fair Match,True,0.66,3.7,5.69e-05,13.8556969918511,,82310607,82773910T,Amprion GmbH,Diefflen,Ensdorf,,,,,,,1160.0,,,255.2,False,,4.106614054382424e-06,False,
204,11T0-0000-0265-G,Y-Ensdorf (-Diefflen - Uchtelfangen) ENSDF S ,220,3.5287123685330894,0.0408414111015878,0.2282314149794616,,merged_way/54359261-2-220+1,Fair Match,True,0.34,1.9,4e-05,8.32488375963046,,82773910T,954413959,Amprion GmbH,Ensdorf,Y-Diefflen,,,,,,,,740.0,1031.0,226.82,False,,4.804871894304455e-06,False,
205,11T0-0000-0218-R,Y-Diefflen (-Ensdorf - Uchtelfangen) ENSDF S ,220,3.763022162598903,0.0405582937415765,0.2717405680685626,,merged_way/132074206-220+1,Simplified Geometry Match (0.92),True,0.2,1.34,1.99e-05,4.93117391166234,,82310607,954413959,Amprion GmbH,Diefflen,Y-Diefflen,,,,,,,1360.0,,,299.2,False,,4.035550227286862e-06,False,
206,11T0-0000-0511-X,Y-Uchtelfangen (-Diefflen - Ensdorf) ENSDF S ,220,14.747900113063798,0.0416042871332039,0.227938381634043,,way/296529805-2-220,Fair Match,True,0.94,5.15,0.0001087,22.5938254149245,German internal tie-line,54359256T,954413959,Amprion GmbH,Uchtelfangen,Y-Diefflen,,,,,,,1360.0,,,299.2,False,,4.81104894827582e-06,False,
207,11T0-0000-0149-H,Bauler - Niederstedem ENZ N ,220,19.042147523449643,0.0291738330708064,0.2800493157882087,,relation/3756857-220-c,Parallel Circuit - One-to-One,True,0.599,5.75,8.04e-05,20.5320980121534,,89176939,151967290T,Amprion GmbH,Bauler,Niederstedem,,,,,,,,,1920.0,422.4,False,,3.915819998151649e-06,True,207_208
208,11T0-0000-0150-3,Bauler - Niederstedem ENZ S ,220,19.042147523449643,0.029117366247638,0.2798961516759592,,relation/3756857-220-c,Parallel Circuit - Fair Match,True,0.599,5.758,8.06e-05,20.5719155676929,,89176939,151967290T,Amprion GmbH,Bauler,Niederstedem,,,,,,,,,1920.0,422.4,False,,3.91796280393927e-06,True,207_208
210,11T0-0000-0560-G,Bischofsheim - Urberach ERZHAU N ,400,27.347654944514705,0.0269105018120903,0.2610593920873913,,way/24686637-380;merged_way/8762976-380+1;merged_way/277828184-1-380+1,3-Segment Poor Match,True,1.271,12.33,0.0001984,47.2306317018943,,24685992,23284340,Amprion GmbH,Bischofsheim,Urberach,,,,,,,,,2720.0,1088.0,False,,4.200663697497035e-06,False,
211,11T0-0000-0763-Y,Buescherhof - Nordlicht ESSEN W ,400,4.7718337697474995,0.0271711273626243,0.2519317879642823,,,,False,0.397,3.681,6.36e-05,14.6110978282815,,24921206,24280460,Amprion GmbH,Buescherhof,Nordlicht,,,,,,,2720.0,,,1088.0,False,,4.352855668168528e-06,False,
212,11T0-0000-0230-6,Duelken - Osterath FICHTH O ,220,20.610858345770744,0.0369780931361989,0.2632875061526381,,merged_way/110379578-1-220+6;merged_way/69719498-1-220+1;way/77179292-1-220,3-Segment Fair Match,True,1.274,9.071,0.0001435,34.4528311751382,,24815262,24799890T,Amprion GmbH,Duelken,Osterath,,,,,,,1282.0,,,282.04,False,,4.165114886220214e-06,False,
213,11T0-0000-0237-M,Edelstahl - Osterath FICHTH W ,220,6.395317333196905,0.0557026213252943,0.2887040227940933,,way/77179292-1-220,Fair Match,True,0.481,2.493,3.28e-05,8.63514119364396,,93278553,24799890T,Amprion GmbH,Edelstahl,Osterath,,,,,,,,,1290.0,283.8,False,,3.7984323897498033e-06,False,
214,11T0-0000-0233-Y,Bayer - Duennwald FLITTA O,220,3.3508042983462185,0.0121104914662718,0.0580616470297855,,merged_way/57786760-1-380+3,Simplified Geometry Match (0.93),True,0.141,0.676,0.0002199,11.6427975192163,,116701004,27871140,Amprion GmbH,Bayer,Duennwald,,,,,,,623.0,,,137.06,False,,1.888721328676013e-05,False,
216,11T0-0000-1388-P,Y-Osterath (-Gohrpunkt - Rommerskirchen) FRIXHM N ,220,13.18651083674732,0.0536046495386963,0.2895248341379726,,merged_way/28203625-1-380+4,Parallel Circuit - One-to-One,True,1.077,5.817,7.61e-05,20.0915407388781,,24799890T,27919734T,Amprion GmbH,Osterath,Y-Osterath,,,,,,,,,1360.0,299.2,False,,3.78766372320779e-06,True,216_414
217,11T0-0000-1389-M,Y-Rommerskirchen (-Gohrpunkt - Osterath) FRIXHM N ,220,5.756982442007551,0.0539899424081483,0.2904510475599872,,merged_way/842119255-2-220+3,Fair Match,True,0.582,3.131,4.07e-05,10.7797855311689,,24839976T,27919734T,Amprion GmbH,Rommerskirchen,Y-Osterath,,,,,,,,,1360.0,299.2,False,,3.775585319607627e-06,False,
218,11T0-0000-1862-Q,Rommerskirchen - St Peter FRIXHM S ,220,10.684178498880962,0.0525651563590503,0.2813840908151452,,way/51497698-1-380,Parallel Circuit - One-to-One,True,1.048,5.61,7.77e-05,19.9371612792618,,49577401T,24839976T,Amprion GmbH,St Peter,Rommerskirchen,,,,,,,1290.0,,,283.8,False,,3.8972448941776806e-06,True,218_352
219,11T0-0000-0608-B,Y-Geithe (-Lippborg - Uentrop) GEITHE W ,400,3.5674202443624403,0.0223175696683948,0.2293068971422986,,merged_way/741626874-380+1,Fair Match,True,0.091,0.935,1.95e-05,4.07750491438457,,112695048,530640687,Amprion GmbH,Geithe,Y-Lippborg,,,,,,,,,2720.0,1088.0,False,,4.782336357513181e-06,False,
220,11T0-0000-0711-N,Y-Lippborg (-Geithe - Uentrop) GEITHE W ,400,0.26292563729481316,0.0267915921697146,0.2455895948890513,,,,False,0.006,0.055,1e-06,0.223950855999608,,42488855,530640687,Amprion GmbH,Lippborg,Y-Lippborg,,,,,,,,,673.0,269.2,False,,4.4652653616191145e-06,True,220_250
221,11T0-0000-0866-K,Y-Uentrop (-Geithe - Lippborg) GEITHE W ,400,0.8540477063319595,0.0295853743145825,0.2672227357446169,,,,False,0.031,0.28,4.3e-06,1.04781503422521,,42488850,530640687,Amprion GmbH,Uentrop,Y-Lippborg,,,,,,,,,2580.0,1032.0,False,,4.103777727506617e-06,True,221_251
222,11T0-0000-0275-C,Gellep - Osterath GELLEP W ,220,5.61086298926748,0.060180719605387,0.3399015733668884,,merged_way/26982408-1-220+1,Fair Match,True,0.554,3.129,2.97e-05,9.20560610827938,,1040551074,24799890T,Amprion GmbH,Gellep,Osterath,,,,,,,1255.0,,,276.1,False,,3.2262948958122683e-06,False,
224,11T0-0000-0941-1,Y-Gersteinwerk (-Guetersloh - Uentrop) GERSTE O ,400,9.968107611529916,0.0291712743880898,0.2517730100768194,,merged_way/42507067-380+1,Parallel Circuit - One-to-One,True,0.363,3.133,5.42e-05,12.4437484345287,,42507488,271226559,Amprion GmbH,Gersteinwerk,Y-Gersteinwerk,,,,,,,,,3096.0,1238.4,False,,4.355600748855287e-06,True,224_425
225,11T0-0000-0943-W,Y-Guetersloh (-Gersteinwerk - Uentrop) GERSTE O ,400,38.46261278010515,0.0269158480067043,0.2420375155217611,,merged_way/741639709-1-380+5;way/118436808-380,2-Segment Good Match,True,1.181,10.62,0.0001988,43.8774955076961,,26383042,271226559,Amprion GmbH,Guetersloh,Y-Gersteinwerk,,,,,,,,,3096.0,1238.4,False,,4.530796429917713e-06,False,
226,11T0-0000-0942-Z,Y-Uentrop (-Gersteinwerk - Guetersloh) GERSTE O ,400,12.117289233098012,0.027187518642195,0.2528774882102436,,way/269823874-380,Parallel Circuit - One-to-One,True,0.405,3.767,6.46e-05,14.8965415097294,,42488850,271226559,Amprion GmbH,Uentrop,Y-Gersteinwerk,,,,,,,,,2720.0,1088.0,False,,4.336577047619255e-06,True,226_427
227,11T0-0000-0755-W,Niederstedem - Osburg GILZEM O ,400,28.10999335173587,0.029345919254331,0.2514746177989137,,merged_way/1072230175-1-380+2,Simplified Geometry Match (0.79),True,1.356,11.62,0.0002015,46.2074467065765,,151967290,42097854,Amprion GmbH,Niederstedem,Osburg,,,,,,,2580.0,,,1032.0,False,,4.360768974740199e-06,False,
228,11T0-0000-0169-9,Y-Bergmannsglueck (-Eiberg - Gelsenberg) GLADBK W ,220,3.992868452653991,0.0545649446999326,0.3218577383221833,,merged_way/283935356-220+1;way/25052073-1-220,2-Segment Good Match,True,0.434,2.56,2.71e-05,7.95382461004374,,22944791,25051880,Amprion GmbH,Bergmannsglueck,Y-Gelsenberg,,,,,,,,,1290.0,283.8,False,,3.407165901769988e-06,False,
229,11T0-0000-0246-L,Y-Eiberg (-Bergmannsglueck - Gelsenberg) GLADBK W ,220,8.824551900229448,0.062798101145717,0.3500110615805658,,merged_way/25314891-2-220+1;merged_way/71503492-1-220+4,2-Segment Good Match,True,0.924,5.15,4.61e-05,14.7138206911057,,113546939T,25051880,Amprion GmbH,Eiberg,Y-Gelsenberg,,,,,,,,,1290.0,283.8,False,,3.1331087259930258e-06,False,
