id,NE_name,r,x,b,length,Comment,geometry,bus0,bus1,EIC_Code,TSO,CORE-TSO_bus0,CORE-TSO_bus1,v_nom,Imax,Maximum Current Imax (A) Period 2,Maximum Current Imax (A) Period 3,Maximum Current Imax (A) Period 4,Maximum Current Imax (A) Period 5,Maximum Current Imax (A) Period 6,Maximum Current Imax (A) Fixed,Dynamic line rating (DLR) DLRmin(A),Dynamic line rating (DLR) DLRmax(A),s_nom,tie_line,Unnamed: 26,r_per_km,x_per_km,b_per_km
163,Bergmannsglueck - Buescherhof BUER S ,0.829,4.941,6.73e-05,17.4135108592674,,"LINESTRING (7.037619941130437 51.59854964145156, 6.926758989258961 51.49920569393601)",22944791,24921206T,11T0-0000-0164-O,Amprion GmbH,Bergmannsglueck,Buescherhof,220,,,,,,,1290.0,,,283.8,False,,0.04760671220753909,0.2837451930246691,3.864815116486587e-06
164,Buerstadt - Lambsheim BUERST W ,0.455,4.226,7.36e-05,16.8412776398003,,"LINESTRING (8.419373160819049 49.633719072377744, 8.2949592713512 49.52442753936346)",149987048,600395952,11T0-0000-0568-T,Amprion GmbH,Buerstadt,Lambsheim,400,,,,,,,,,3150.0,1260.0,False,,0.02701695261674905,0.25093108078765164,4.370214752951056e-06
165,Y-Buescherhof (-Karnap - Rosenblumendelle) BUESHR W ,0.146,1.341,2.34e-05,5.34925990674199,,"LINESTRING (6.926758989258961 51.49920569393601, 6.991480700000003 51.51884339726243)",24921206,273067278,11T0-0000-0576-V,Amprion GmbH,Buescherhof,Y-Karnap,400,,,,,,,2720.0,,,1088.0,False,,0.027293495276979815,0.2506888847015749,4.374436914255669e-06
166,Y-Karnap (-Buescherhof - Rosenblumendelle) BUESHR W ,0.024,0.235,3.7e-06,0.890443104635616,,"LINESTRING (6.996068915586021 51.514169605566316, 6.991480700000003 51.51884339726243)",59925390,273067278,11T0-0000-0657-V,Amprion GmbH,Karnap,Y-Karnap,400,,,,,,,2720.0,,,1088.0,False,,0.02695287309773845,0.2639135490820223,4.155234602568011e-06
167,Y-Rosenblumendelle (-Buescherhof - Karnap) BUESHR W ,0.303,2.847,4.78e-05,11.1398428403974,,"LINESTRING (6.948210986686613 51.44457589912149, 6.991480700000003 51.51884339726243)",26291794,273067278,11T0-0000-0838-Q,Amprion GmbH,Rosenblumendelle,Y-Karnap,400,,,,,,,2720.0,,,1088.0,False,,0.027199665591439427,0.2555691351116437,4.290904340827738e-06
168,Brauweiler - Knapsack BURBAC O ,0.345,3.197,5.51e-05,12.6741399855552,,"LINESTRING (6.804550264468823 50.96624767563154, 6.842650702727965 50.863538520074094)",23084554,22765517,11T0-0000-0928-P,Amprion GmbH,Brauweiler,Knapsack,400,,,,,,,,,3150.0,1260.0,False,,0.027220781874998913,0.2522459120416566,4.347435018296928e-06
169,Y-Gersteinwerk (-Poeppingshausen - Ruhrzink) CAPPEN N ,1.655,8.937,0.0001102,29.9680205783138,,"LINESTRING (7.709038739054834 51.676466716511065, 7.343713400000004 51.61310499728317)",42507488T,319868746,11T0-0000-0280-N,Amprion GmbH,Gersteinwerk,Y-Poeppinghausen,220,,,,,,,,,1539.0,338.58,False,,0.05522553602347804,0.2982178945267814,3.6772532143729785e-06
170,Y-Poeppinghausen (-Gersteinwerk - Ruhrzink) CAPPEN N ,0.558,3.074,2.15e-05,7.76323161659832,,"LINESTRING (7.264078945443262 51.57357483983889, 7.343713400000004 51.61310499728317)",28452784,319868746,11T0-0000-0441-Q,Amprion GmbH,Poeppinghausen,Y-Poeppinghausen,220,,,,,,,,,1539.0,338.58,False,,0.07187728352802947,0.3959691210845207,2.7694652255423542e-06
171,Y-Ruhrzink (-Gersteinwerk - Poeppinghausen) CAPPEN N ,0.088,0.695,4.8e-06,1.74415229199676,,"LINESTRING (7.324215312974336 51.62129181744806, 7.343713400000004 51.61310499728317)",787840119,319868746,11T0-0000-0464-9,Amprion GmbH,Ruhrzink,Y-Poeppinghausen,220,,,,,,,,,1539.0,338.58,False,,0.05045430975482929,0.39847437817734493,2.752053259354325e-06
172,Elmenhorst - Gersteinwerk CAPPEN S ,1.509,8.233,0.0001022,27.6997524370199,,"LINESTRING (7.445069349671895 51.61850011247756, 7.709038739054834 51.676466716511065)",24415232,42507488T,11T0-0000-0282-H,Amprion GmbH,Elmenhorst,Gersteinwerk,220,,,,,,,,,1392.0,306.24,False,,0.05447702117305807,0.297222872974014,3.6895636606272598e-06
173,Datteln - Mengede DATTLN O ,0.271,2.562,4.26e-05,9.97621371630069,,"LINESTRING (7.338924011796648 51.63214368649032, 7.3530196724081085 51.575821139694185)",275138524,32472806,11T0-0000-0727-1,Amprion GmbH,Datteln,Mengede,400,,,,,,,2720.0,,,1088.0,False,,0.027164614522762084,0.2568108575915736,4.270157116862231e-06
174,Datteln - Mengede DATTLN W ,0.271,2.566,4.26e-05,9.98399851164552,,"LINESTRING (7.338924011796648 51.63214368649032, 7.3530196724081085 51.575821139694185)",275138524,32472806,11T0-0000-0728-Z,Amprion GmbH,Datteln,Mengede,400,,,,,,,2720.0,,,1088.0,False,,0.027143433533558785,0.2570112562624053,4.266827559149831e-06
175,Dauersberg - Linde DAURSB O ,2.009,18.56,0.0003223,73.8568057336835,,"LINESTRING (7.863784835138329 50.7681052577904, 7.233199543289676 51.232513229816334)",152403632,92165128,11T0-0000-0706-C,Amprion GmbH,Dauersberg,Linde,400,,,,,,,2720.0,,,1088.0,False,,0.027201284702782175,0.2512970851586049,4.363849706175557e-06
176,Dauersberg - Halfeshof DAURSB W ,2.294,21.19,0.0003684,84.3716750118622,,"LINESTRING (7.863784835138329 50.7681052577904, 7.123079428835046 51.171585115736725)",152403632,33816726,11T0-0000-0632-H,Amprion GmbH,Dauersberg,Halfeshof,400,,,,,,,2720.0,,,1088.0,False,,0.027189219600979548,0.25115063790094017,4.3663942898870385e-06
178,Y-Voehringen (-Buers - Werben) DELLM O ,6.622,42.77,0.0004316,129.742339602431,,"LINESTRING (10.082130359178688 48.26603781806373, 9.788526942543918 47.598651832490894)",85523877T,83529203,11T0-0000-1374-4,Amprion GmbH,Voehringen,Y-Werben,220,,,,,,,1220.0,,,268.4,False,,0.05103962222580363,0.3296533739954125,3.3265933181299977e-06
179,Hamborn - Niederrhein DINSLK W,0.682,5.168,7.78e-05,19.1479565364018,,"LINESTRING (6.78752993222749 51.50554942385889, 6.680796263733606 51.64632879922513)",37554416,24462426T,11T0-0000-0382-C,Amprion GmbH,Hamborn,Niederrhein,220,,,,,,,,841.0,1031.0,226.82,False,,0.03561737769267772,0.2698982520758922,4.063096751452091e-06
180,Y-Hoheneck (-Dellmensingen - Voehringen) DONAU O ,2.849,25.57,0.0004185,98.7835153782719,,"LINESTRING (9.190792677545453 48.91441508357054, 9.885508871500004 48.30406966893167)",25802269,41389594,11T0-0000-0957-G,Amprion GmbH,Hoheneck,Y-Voehringen,400,,,,,,,2440.0,,,976.0,False,,0.028840844437356974,0.25884885653324596,4.236536818895715e-06
181,Y-Voehringen (-Dellmensingen - Hoheneck) DONAU O ,0.465,4.311,7.47e-05,17.1364435379453,,"LINESTRING (10.082130359178688 48.26603781806373, 9.885508871500004 48.30406966893167)",85523877,41389594,11T0-0000-0956-J,Amprion GmbH,Voehringen,Y-Voehringen,400,,,,,,,2720.0,,,1088.0,False,,0.02713515199173904,0.25156911878792904,4.3591308683503354e-06
183,Dellmensingen - Voehringen DONAU W     ,0.247,2.107,3.67e-05,8.39724224484052,,"LINESTRING (10.082130359178688 48.26603781806373, 9.885508871535556 48.30406966892505)",85523877,41389594,11T-D4-D7-00005O,Amprion GmbH,Voehringen,Dellmensingen,400,,,,,,,2580.0,,,1032.0,False,,0.029414418781566427,0.25091571001117596,4.3704824667347685e-06
184,Y-St. Huelfe (-Ohlensehlen - Wehrendorf) DUEMM S1 ,0.157,2.984,9e-05,15.649196583559,,"LINESTRING (8.403502360406799 52.60907600965097, 8.402017000000004 52.4966780974689)",32904794,8422115751,11T0-0000-0996-3,Amprion GmbH,St Huelfe,Y-St Huelfe,400,,,,,,,481.0,,,192.4,False,,0.0100324639135113,0.19068071540074982,5.751093963159345e-06
185,Y-Wehrendorf (-Ohlensehlen - St. Huelfe) DUEMM S1 ,0.509,5.485,9e-05,21.2168522817443,,"LINESTRING (8.307757038447653 52.345635700495734, 8.402017000000004 52.4966780974689)",33411203,8422115751,11T0-0000-0978-5,Amprion GmbH,Wehrendorf,Y-St Huelfe,400,,,,,,,2720.0,,,1088.0,False,,0.02399036356764198,0.2585209119224288,4.241911043394456e-06
186,Y-Ohlensehlen (-St. Huelfe - Wehrendorf) DUEMM S1    ,0.62,5.24,8.88e-05,20.5988752951915,,"LINESTRING (8.402017000000004 52.4966780974689, 8.895627171590633 52.5639899677785)",8422115751,953015049,11T0-0000-1115-Z,Amprion GmbH,Y-St Huelfe,Ohlensehlen,400,,,,,,,2616.0,,,1046.4,False,,0.03009873068869589,0.25438282065930073,4.310914976058379e-06
187,Duennwald - Opladen DUENNW O ,0.593,3.479,3.14e-05,9.98075558483387,,"LINESTRING (7.0235445557801865 50.999068428800186, 6.965533742474573 51.069936016440835)",27871140,22761839T,11T0-0000-0413-W,Amprion GmbH,Duennwald,Opladen,220,,,,,,,,,1548.0,340.56,False,,0.0594143394214648,0.3485708041269411,3.1460543976964494e-06
188,Duennwald - Opladen DUENNW W ,0.591,3.479,3.15e-05,9.99663587424765,,"LINESTRING (7.0235445557801865 50.999068428800186, 6.965533742474573 51.069936016440835)",27871140,22761839T,11T0-0000-1376-Z,Amprion GmbH,Duennwald,Opladen,220,,,,,,,,,1548.0,340.56,False,,0.059119888673996424,0.3480170773212074,3.151060056228236e-06
189,Eiberg - Karnap EIBERG N ,0.394,3.635,6.3e-05,14.4508656813397,,"LINESTRING (7.1257288028617465 51.44906598758805, 6.996068915586021 51.514169605566316)",113546939,59925390,11T0-0000-0654-3,Amprion GmbH,Eiberg,Karnap,400,,,,,,,2580.0,,,1032.0,False,,0.027264802586101772,0.25154202385908614,4.359600413513735e-06
190,Y-Altenkleusheim (-Eiserfeld - Setzer Wiese) EISERF ,0.686,2.938,2.01e-05,7.33829736595629,,"LINESTRING (7.937972066256817 51.01064208946707, 7.9695049 50.954110297133674)",132814303,384862833,11T0-0000-0121-C,Amprion GmbH,Altenkleusheim,Y-Setzer Wiese,220,,,,,,,740.0,,,162.8,False,,0.09348217519536345,0.40036535090958864,2.7390549875026315e-06
191,Y-Eiserfeld (-Altenkleusheim - Setzerwiese) EISERF ,1.148,5.413,5.92e-05,17.0942971463416,,"LINESTRING (7.985069668433351 50.842223408084315, 7.9695049 50.954110297133674)",89043564,384862833,11T0-0000-0248-F,Amprion GmbH,Eiserfeld,Y-Setzer Wiese,220,,,,,,,960.0,,,211.2,False,,0.06715689976441569,0.3166553122167092,3.463143263112726e-06
192,Y-Setzer Wiese (-Altenkleusheim - Eiserfeld) EISERF ,0.315,1.688,2.21e-05,5.83248647009714,,"LINESTRING (8.020290393908661 50.92361692708433, 7.9695049 50.954110297133674)",90148336,384862833,11T0-0000-1377-W,Amprion GmbH,Setzer Wiese,Y-Setzer Wiese,220,,,,,,,1360.0,,,299.2,False,,0.05400784067223969,0.2894134446182241,3.7891215201793554e-06
193,Diefflen - Uchtelfangen ELLBCH N ,1.1,6.27,8.59e-05,22.1616317619732,,"LINESTRING (6.755523437374474 49.36486962125697, 6.996459202699836 49.375403318795755)",82310607,54359256T,11T0-0000-1673-T,Amprion GmbH,Diefflen,Uchtelfangen,220,,,,,,,1360.0,,,299.2,False,,0.04963533424860316,0.282921405217038,3.876068374504556e-06
194,Eller - Opladen ELLER O,1.269,6.745,0.0001087,25.8569402026222,,"LINESTRING (6.846996879399096 51.20556805851911, 6.965533742474573 51.069936016440835)",23140544,22761839T,11T0-0000-0253-Q,Amprion GmbH,Eller,Opladen,220,,,,,,,,,1539.0,338.58,False,,0.04907773271144079,0.26085839806041616,4.203900351247922e-06
195,Eller - St. Peter ELLER W ,0.919,5.496,5.14e-05,16.0500468168472,,"LINESTRING (6.846996879399096 51.20556805851911, 6.80190192618383 51.12493154030236)",23140544,49577401T,11T0-0000-0495-V,Amprion GmbH,Eller,St Peter,220,,,,,,,,1104.0,1344.0,295.68,False,,0.05725839995901796,0.34242890769832723,3.2024828703955637e-06
196,Y-Elmenhorst (-Poeppinghausen - Ruhrzink) ELMENH S ,0.542,3.039,3.9e-05,10.3960661818912,,"LINESTRING (7.445069349671895 51.61850011247756, 7.343713400000004 51.61310499728317)",24415232,319868746,11T0-0000-0259-8,Amprion GmbH,Elmenhorst,Y-Elmenhorst,220,,,,,,,1539.0,,,338.58,False,,0.05213510480955808,0.2923221098085738,3.7514189807615593e-06
197,Y-Poeppinghausen (-Elmenhorst - Ruhrzink) ELMENH S ,0.554,3.056,2.13e-05,7.70438290087828,,"LINESTRING (7.264078945443262 51.57357483983889, 7.343713400000004 51.61310499728317)",28452784,319868746,11T0-0000-0442-N,Amprion GmbH,Poeppinghausen,Y-Elmenhorst,220,,,,,,,1539.0,,,338.58,False,,0.0719071218457802,0.39665733639116296,2.7646600998467837e-06
198,Y-Ruhrzink (-Elmenhorst - Poeppinghausen) ELMENH S ,0.088,0.695,4.8e-06,1.74415229199676,,"LINESTRING (7.324215312974336 51.62129181744806, 7.343713400000004 51.61310499728317)",787840119,319868746,11T0-0000-0465-6,Amprion GmbH,Ruhrzink,Y-Elmenhorst,220,,,,,,,1539.0,,,338.58,False,,0.05045430975482929,0.39847437817734493,2.752053259354325e-06
199,Buescherhof - Hamborn EMSHER N ,0.604,3.129,3.79e-05,10.3990524477818,,"LINESTRING (6.926758989258961 51.49920569393601, 6.78752993222749 51.50554942385889)",24921206T,37554416,11T0-0000-0207-Y,Amprion GmbH,Buescherhof,Hamborn,220,,,,,,,1160.0,,,255.2,False,,0.05808221499342836,0.3008927991960883,3.6445628282300246e-06
200,Buescherhof - Hamborn EMSHER S ,0.603,3.124,3.79e-05,10.3907405189916,German internal tie-line,"LINESTRING (6.926758989258961 51.49920569393601, 6.78752993222749 51.50554942385889)",24921206T,37554416,11T0-0000-0208-V,Amprion GmbH,Buescherhof,Hamborn,220,,,,,,,1160.0,,,255.2,False,,0.05803243752433921,0.3006522965605899,3.6474782457254663e-06
201,Meppen - Niederlangen EMSLD OW    ,0.257,2.883,3.74e-05,43.1938398597191,,"LINESTRING (7.277153959089179 52.75324261644868, 7.1915374 52.872392997542896)",206289192,375714534,11T0-0000-0983-G,Amprion GmbH,Meppen,Y-Niederlangen,400,,,,,,,3150.0,,,1260.0,False,,0.005949922508271099,0.06674562876009951,8.658642093748603e-07
203,Diefflen - Ensdorf ENSDF N ,0.66,3.7,5.69e-05,13.8556969918511,,"LINESTRING (6.755523437374474 49.36486962125697, 6.773207879811452 49.29107421106985)",82310607,82773910T,11T0-0000-1672-W,Amprion GmbH,Diefflen,Ensdorf,220,,,,,,,1160.0,,,255.2,False,,0.04763383613167662,0.26703817225333865,4.106614054382424e-06
204,Y-Ensdorf (-Diefflen - Uchtelfangen) ENSDF S ,0.34,1.9,4e-05,8.32488375963046,,"LINESTRING (6.773207879811452 49.29107421106985, 6.797030200000002 49.33356609672406)",82773910T,954413959,11T0-0000-0265-G,Amprion GmbH,Ensdorf,Y-Diefflen,220,,,,,,,,740.0,1031.0,226.82,False,,0.04084141110158787,0.2282314149794616,4.804871894304455e-06
205,Y-Diefflen (-Ensdorf - Uchtelfangen) ENSDF S ,0.2,1.34,1.99e-05,4.93117391166234,,"LINESTRING (6.755523437374474 49.36486962125697, 6.797030200000002 49.33356609672406)",82310607,954413959,11T0-0000-0218-R,Amprion GmbH,Diefflen,Y-Diefflen,220,,,,,,,1360.0,,,299.2,False,,0.040558293741576504,0.2717405680685626,4.035550227286862e-06
206,Y-Uchtelfangen (-Diefflen - Ensdorf) ENSDF S ,0.94,5.15,0.0001087,22.5938254149245,German internal tie-line,"LINESTRING (6.996459202699836 49.375403318795755, 6.797030200000002 49.33356609672406)",54359256T,954413959,11T0-0000-0511-X,Amprion GmbH,Uchtelfangen,Y-Diefflen,220,,,,,,,1360.0,,,299.2,False,,0.04160428713320396,0.227938381634043,4.81104894827582e-06
207,Bauler - Niederstedem ENZ N ,0.599,5.75,8.04e-05,20.5320980121534,,"LINESTRING (6.21121602112257 49.95859933458862, 6.475062982714618 49.922608782345264)",89176939,151967290T,11T0-0000-0149-H,Amprion GmbH,Bauler,Niederstedem,220,,,,,,,,,1920.0,422.4,False,,0.029173833070806437,0.2800493157882087,3.915819998151649e-06
208,Bauler - Niederstedem ENZ S ,0.599,5.758,8.06e-05,20.5719155676929,,"LINESTRING (6.21121602112257 49.95859933458862, 6.475062982714618 49.922608782345264)",89176939,151967290T,11T0-0000-0150-3,Amprion GmbH,Bauler,Niederstedem,220,,,,,,,,,1920.0,422.4,False,,0.029117366247638,0.27989615167595927,3.91796280393927e-06
210,Bischofsheim - Urberach ERZHAU N ,1.271,12.33,0.0001984,47.2306317018943,,"LINESTRING (8.389618629206359 49.982479342856905, 8.772275034667393 49.974574337842036)",24685992,23284340,11T0-0000-0560-G,Amprion GmbH,Bischofsheim,Urberach,400,,,,,,,,,2720.0,1088.0,False,,0.026910501812090377,0.2610593920873913,4.200663697497035e-06
211,Buescherhof - Nordlicht ESSEN W ,0.397,3.681,6.36e-05,14.6110978282815,,"LINESTRING (6.926758989258961 51.49920569393601, 6.906604094757355 51.56523580157681)",24921206,24280460,11T0-0000-0763-Y,Amprion GmbH,Buescherhof,Nordlicht,400,,,,,,,2720.0,,,1088.0,False,,0.027171127362624305,0.2519317879642823,4.352855668168528e-06
212,Duelken - Osterath FICHTH O ,1.274,9.071,0.0001435,34.4528311751382,,"LINESTRING (6.329986497836552 51.24293353839652, 6.625829004351707 51.26061129531058)",24815262,24799890T,11T0-0000-0230-6,Amprion GmbH,Duelken,Osterath,220,,,,,,,1282.0,,,282.04,False,,0.03697809313619898,0.2632875061526381,4.165114886220214e-06
213,Edelstahl - Osterath FICHTH W ,0.481,2.493,3.28e-05,8.63514119364396,,"LINESTRING (6.542408467037182 51.299445844585755, 6.625829004351707 51.26061129531058)",93278553,24799890T,11T0-0000-0237-M,Amprion GmbH,Edelstahl,Osterath,220,,,,,,,,,1290.0,283.8,False,,0.055702621325294376,0.2887040227940933,3.7984323897498033e-06
214,Bayer - Duennwald FLITTA O,0.141,0.676,0.0002199,11.6427975192163,,"LINESTRING (6.977244529615005 51.01144543769221, 7.0235445557801865 50.999068428800186)",116701004,27871140,11T0-0000-0233-Y,Amprion GmbH,Bayer,Duennwald,220,,,,,,,623.0,,,137.06,False,,0.012110491466271843,0.058061647029785585,1.888721328676013e-05
216,Y-Osterath (-Gohrpunkt - Rommerskirchen) FRIXHM N ,1.077,5.817,7.61e-05,20.0915407388781,,"LINESTRING (6.625829004351707 51.26061129531058, 6.709755946800003 51.09093246916552)",24799890T,27919734T,11T0-0000-1388-P,Amprion GmbH,Osterath,Y-Osterath,220,,,,,,,,,1360.0,299.2,False,,0.05360464953869631,0.2895248341379726,3.78766372320779e-06
217,Y-Rommerskirchen (-Gohrpunkt - Osterath) FRIXHM N ,0.582,3.131,4.07e-05,10.7797855311689,,"LINESTRING (6.70219478451401 51.00885985938359, 6.709755946800003 51.09093246916552)",24839976T,27919734T,11T0-0000-1389-M,Amprion GmbH,Rommerskirchen,Y-Osterath,220,,,,,,,,,1360.0,299.2,False,,0.05398994240814837,0.2904510475599872,3.775585319607627e-06
218,Rommerskirchen - St Peter FRIXHM S ,1.048,5.61,7.77e-05,19.9371612792618,,"LINESTRING (6.80190192618383 51.12493154030236, 6.70219478451401 51.00885985938359)",49577401T,24839976T,11T0-0000-1862-Q,Amprion GmbH,St Peter,Rommerskirchen,220,,,,,,,1290.0,,,283.8,False,,0.05256515635905031,0.28138409081514526,3.8972448941776806e-06
219,Y-Geithe (-Lippborg - Uentrop) GEITHE W ,0.091,0.935,1.95e-05,4.07750491438457,,"LINESTRING (7.930744755137691 51.67297521060027, 7.9823489 51.67717959729726)",112695048,530640687,11T0-0000-0608-B,Amprion GmbH,Geithe,Y-Lippborg,400,,,,,,,,,2720.0,1088.0,False,,0.022317569668394845,0.22930689714229868,4.782336357513181e-06
220,Y-Lippborg (-Geithe - Uentrop) GEITHE W ,0.006,0.055,1e-06,0.223950855999608,,"LINESTRING (7.981178230030648 51.67354765504844, 7.9823489 51.67717959729726)",42488855,530640687,11T0-0000-0711-N,Amprion GmbH,Lippborg,Y-Lippborg,400,,,,,,,,,673.0,269.2,False,,0.02679159216971469,0.24558959488905133,4.4652653616191145e-06
221,Y-Uentrop (-Geithe - Lippborg) GEITHE W ,0.031,0.28,4.3e-06,1.04781503422521,,"LINESTRING (7.992887306488789 51.683707709387846, 7.9823489 51.67717959729726)",42488850,530640687,11T0-0000-0866-K,Amprion GmbH,Uentrop,Y-Lippborg,400,,,,,,,,,2580.0,1032.0,False,,0.029585374314582587,0.2672227357446169,4.103777727506617e-06
222,Gellep - Osterath GELLEP W ,0.554,3.129,2.97e-05,9.20560610827938,,"LINESTRING (6.674733402325028 51.32487097925968, 6.625829004351707 51.26061129531058)",1040551074,24799890T,11T0-0000-0275-C,Amprion GmbH,Gellep,Osterath,220,,,,,,,1255.0,,,276.1,False,,0.060180719605387095,0.3399015733668884,3.2262948958122683e-06
224,Y-Gersteinwerk (-Guetersloh - Uentrop) GERSTE O ,0.363,3.133,5.42e-05,12.4437484345287,,"LINESTRING (7.709038739054834 51.676466716511065, 7.8314300999999995 51.75384229731388)",42507488,271226559,11T0-0000-0941-1,Amprion GmbH,Gersteinwerk,Y-Gersteinwerk,400,,,,,,,,,3096.0,1238.4,False,,0.029171274388089828,0.2517730100768194,4.3556007488552865e-06
225,Y-Guetersloh (-Gersteinwerk - Uentrop) GERSTE O ,1.181,10.62,0.0001988,43.8774955076961,,"LINESTRING (8.364229613135505 51.927122414892445, 7.8314300999999995 51.75384229731388)",26383042,271226559,11T0-0000-0943-W,Amprion GmbH,Guetersloh,Y-Gersteinwerk,400,,,,,,,,,3096.0,1238.4,False,,0.026915848006704324,0.24203751552176112,4.530796429917713e-06
226,Y-Uentrop (-Gersteinwerk - Guetersloh) GERSTE O ,0.405,3.767,6.46e-05,14.8965415097294,,"LINESTRING (7.992887306488789 51.683707709387846, 7.8314300999999995 51.75384229731388)",42488850,271226559,11T0-0000-0942-Z,Amprion GmbH,Uentrop,Y-Gersteinwerk,400,,,,,,,,,2720.0,1088.0,False,,0.027187518642195024,0.2528774882102436,4.336577047619255e-06
227,Niederstedem - Osburg GILZEM O ,1.356,11.62,0.0002015,46.2074467065765,,"LINESTRING (6.475062982714618 49.922608782345264, 6.813684274912263 49.72483416369301)",151967290,42097854,11T0-0000-0755-W,Amprion GmbH,Niederstedem,Osburg,400,,,,,,,2580.0,,,1032.0,False,,0.02934591925433107,0.2514746177989137,4.360768974740199e-06
228,Y-Bergmannsglueck (-Eiberg - Gelsenberg) GLADBK W ,0.434,2.56,2.71e-05,7.95382461004374,,"LINESTRING (7.037619941130437 51.59854964145156, 7.037017961097424 51.540737465943366)",22944791,25051880,11T0-0000-0169-9,Amprion GmbH,Bergmannsglueck,Y-Gelsenberg,220,,,,,,,,,1290.0,283.8,False,,0.054564944699932644,0.32185773832218334,3.4071659017699877e-06
229,Y-Eiberg (-Bergmannsglueck - Gelsenberg) GLADBK W ,0.924,5.15,4.61e-05,14.7138206911057,,"LINESTRING (7.1257288028617465 51.44906598758805, 7.037017961097424 51.540737465943366)",113546939T,25051880,11T0-0000-0246-L,Amprion GmbH,Eiberg,Y-Gelsenberg,220,,,,,,,,,1290.0,283.8,False,,0.06279810114571704,0.3500110615805658,3.1331087259930258e-06
231,Y-Bollenacker (-Brauweiler - Sechtem) GODORF O,0.16,0.86,1e-05,2.80040347341538,,"LINESTRING (6.96331955926714 50.83375047350954, 6.9271776 50.8381763971064)",32148946,5865785815,11T0-0000-1392-2,Amprion GmbH,Bollenacker,Y-Bollenacker,220,,,,,,,1290.0,,,283.8,False,,0.05713462417787375,0.3070986049560714,3.5709140111171096e-06
232,Y-Brauweiler (-Bollenacker - Sechtem) GODORF O,0.863,5.5,9.28e-05,21.5738033081662,,"LINESTRING (6.804550264468823 50.96624767563154, 6.9271776 50.8381763971064)",23084554T,5865785815,11T0-0000-1394-X,Amprion GmbH,Brauweiler,Y-Bollenacker,220,,,,,,,1300.0,,,286.0,False,,0.04000221878695509,0.25493882193308576,4.301513213707338e-06
233,Y-Sechtem (-Brauweiler - Bollenacker) GODORF O,0.1,1.72,2.98e-05,6.83665614894774,,"LINESTRING (6.972576332889147 50.79562661966923, 6.9271776 50.8381763971064)",22766160T,5865785815,11T0-0000-1395-U,Amprion GmbH,Sechtem,Y-Bollenacker,220,,,,,,,1290.0,,,283.8,False,,0.014627033716679089,0.2515849799268803,4.358856047570368e-06
235,Y-Hanekenfaehr (-Gronau - Kusenhorst) GRAFSH W ,2.45,20.06,0.0001756,56.6759883238459,,"MULTILINESTRING ((7.308241793856249 52.47679095086389, 7.072666772147635 52.239607091261064), (7.063783587779679 52.23060521181253, 7.0116004228 52.17763913540378))",61918154T,979801144T,11T0-0000-0311-6,Amprion GmbH,Hanekenfaehr,Y-Hanekenfaehr,220,,,,,,,,,1300.0,286.0,False,,0.04322818308876645,0.353941776637002,3.098313857300975e-06
236,Y-Kusenhorst (-Gronau - Hanekenfaehr) GRAFSH W ,3.294,27.52,0.0001723,65.756431325987,,"LINESTRING (7.060221722122227 51.696397474670036, 7.0116004228 52.17763913540378)",29077623T,979801144T,11T0-0000-0344-M,Amprion GmbH,Kusenhorst,Y-Hanekenfaehr,220,,,,,,,,,1300.0,286.0,False,,0.05009395938277156,0.4185141961790751,2.620276017501985e-06
237,Y-Gremberghoven (-Siegburg - Stockem) GREMBG O ,0.714,3.762,4.37e-05,12.243948553584,,"LINESTRING (7.0473576867536885 50.90555951898218, 7.095822741107249 50.82688895878196)",29374542,22796434,11T0-0000-1397-O,Amprion GmbH,Gremberghoven,Y-Stockem,220,,,,,,,700.0,,,154.0,False,,0.05831452140420835,0.30725382286082886,3.5691100635348806e-06
238,Y-Siegburg (-Gremberghoven - Stockem) GREMBG O ,0.469,2.523,3.13e-05,8.4859833644106,,"LINESTRING (7.192410168463064 50.79890016270688, 7.095822741107249 50.82688895878196)",22767509,22796434,11T0-0000-1398-L,Amprion GmbH,Siegburg,Y-Stockem,220,,,,,,,1290.0,,,283.8,False,,0.055267607755035315,0.29731380461823903,3.688435229707048e-06
240,Gremberghoven - Siegburg GREMBG W ,1.19,6.288,7.42e-05,20.6266928302088,,"LINESTRING (7.0473576867536885 50.90555951898218, 7.192410168463064 50.79890016270688)",29374542,22767509,11T0-0000-1402-X,Amprion GmbH,Gremberghoven,Siegburg,220,,,,,,,1290.0,,,283.8,False,,0.057692234513580715,0.30484770640453407,3.5972805049644447e-06
241,Pfungstadt - Urberach (NEU) GRIESH O ,0.934,8.773,0.0001506,34.7102652618115,,"LINESTRING (8.588596425193403 49.81563371258812, 8.772275034667393 49.974574337842036)",147521567,23284340,11T0-0000-0872-S,Amprion GmbH,Pfungstadt,Urberach (NEU),400,,,,,,,,,3150.0,1260.0,False,,0.026908466211797984,0.2527494369123166,4.338774102244943e-06
242,Reisholz - St Peter GRIND S,0.32,1.75,2.07e-05,5.74745499303763,,"LINESTRING (6.80190192618383 51.12493154030236, 6.8280526334099525 51.162645999625674)",49577401T,23192640,11T0-0000-1863-N ,Amprion GmbH,St Peter,Reisholz,220,,,,,,,1290.0,,,283.8,False,,0.05567681702382056,0.3044825930990187,3.601594101228392e-06
