id,NE_name,r,x,b,length,Comment,geometry,bus0,bus1,EIC_Code,TSO,CORE-TSO_bus0,CORE-TSO_bus1,v_nom,Imax,Maximum Current Imax (A) Period 2,Maximum Current Imax (A) Period 3,Maximum Current Imax (A) Period 4,Maximum Current Imax (A) Period 5,Maximum Current Imax (A) Period 6,Maximum Current Imax (A) Fixed,Dynamic line rating (DLR) DLRmin(A),Dynamic line rating (DLR) DLRmax(A),s_nom,tie_line,Unnamed: 26,r_per_km,x_per_km,b_per_km
76,Ragow - Preilack 539,1.3485,10.826,0.0001915743200159,43.164,,"LINESTRING (13.901313172956392 51.87594786200828, 14.42822393867393 51.88887761400767)",940922557,941198517,11TD8L539------I,50HERTZ,Ragow,Preilack,400,2280.0,,,,,,,,,912.0,False,,0.031241312204614957,0.250810860902604,4.438289315538411e-06
77,Ragow - Preilack 540,1.3485,10.826,0.0001915743200159,43.164,,"LINESTRING (13.901313172956392 51.87594786200828, 14.42822393867393 51.88887761400767)",940922557,941198517,11TD8L540------7,50HERTZ,Ragow,Preilack,400,2280.0,,,,,,,,,912.0,False,,0.031241312204614957,0.250810860902604,4.438289315538411e-06
78,Graustein - Preilack 541,2.0053,15.874,0.000269140242633,62.459,,"LINESTRING (14.47207397391581 51.553897993920586, 14.42822393867393 51.88887761400767)",30164703,941198517,11TD8L541-----0Y,50HERTZ,Graustein,Preilack,400,2000.0,,,,,,,,,800.0,False,,0.03210586144510799,0.2541507228742055,4.309070632462896e-06
79,Graustein - Preilack 542,2.0053,15.874,0.000269140242633,62.459,,"LINESTRING (14.47207397391581 51.553897993920586, 14.42822393867393 51.88887761400767)",30164703,941198517,11TD8L542------S,50HERTZ,Graustein,Preilack,400,2000.0,,,,,,,,,800.0,False,,0.03210586144510799,0.2541507228742055,4.309070632462896e-06
80,Bentwisch - Güstrow 543,0.9146,9.0037,0.0001573309600917,35.561,,"LINESTRING (12.213541114842796 54.11198199818173, 12.187783572738448 53.8165047334634)",32318130,32062544,11TD8L543------K,50HERTZ,Bentwisch,Güstrow,400,2720.0,,,,,,,,,1088.0,False,,0.02571918674952898,0.25319029273642474,4.424255788411462e-06
81,Bentwisch - Güstrow 544,0.9146,9.0037,0.0001573309600917,35.561,,"LINESTRING (12.213541114842796 54.11198199818173, 12.187783572738448 53.8165047334634)",32318130,32062544,11TD8L544------C,50HERTZ,Bentwisch,Güstrow,400,2720.0,,,,,,,,,1088.0,False,,0.02571918674952898,0.25319029273642474,4.424255788411462e-06
82,Eisenhüttenstadt (Abzweig) - Eisenhüttenstadt 547-2,0.502,1.818,3.46203510425595e-05,7.526,,"LINESTRING (14.511216499999996 52.16161529740044, 14.604063704993756 52.17483381568888)",1691982892,52983550,11TD8L547------P,50HERTZ,Eisenhüttenstadt (Abzweig),Eisenhüttenstadt,400,1200.0,,,,,,,,,480.0,False,,0.06670209938878555,0.24156258304544248,4.600099793058664e-06
83,Eisenhüttenstadt (Abzweig) - Preilack 547-1,1.422,9.63,0.0001708712244287,38.476,,"LINESTRING (14.511216499999996 52.16161529740044, 14.42822393867393 51.88887761400767)",1691982892,941198517,11TD8L547------P,50HERTZ,Eisenhüttenstadt (Abzweig),Preilack,400,2280.0,,,,,,,,,912.0,False,,0.03695810375298888,0.25028589250441835,4.44098202590446e-06
84,Neuenhagen - Heinersdorf (Abzweig) 547-3,1.543,10.452,0.0001851026391495,41.722,,"LINESTRING (13.710163845494781 52.539128259959746, 14.1357167 52.441799197457854)",137197826,1731698972,11TD8L547------P,50HERTZ,Neuenhagen,Heinersdorf (Abzweig),400,2504.0,,,,,,,,,1001.6,False,,0.0369828867264273,0.25051531566080243,4.436571572539667e-06
85,Eisenhüttenstadt (Abzweig) - Heinersdorf (Abzweig) 547-4,1.674,11.334,0.0002007477705643,45.247,,"LINESTRING (14.511216499999996 52.16161529740044, 14.1357167 52.441799197457854)",1691982892,1731698972,11TD8L547------P,50HERTZ,Eisenhüttenstadt (Abzweig),Heinersdorf (Abzweig),400,2504.0,,,,,,,,,1001.6,False,,0.03699692797312529,0.25049174530908125,4.436708965551308e-06
86,Eisenhüttenstadt (Abzweig) - Eisenhüttenstadt 548-2,0.502,1.818,3.46203510425595e-05,7.526,,"LINESTRING (14.511216499999996 52.16161529740044, 14.604063704993756 52.17483381568888)",1691982892,52983550,11T0000000000023,50HERTZ,Eisenhüttenstadt (Abzweig),Eisenhüttenstadt,400,1200.0,,,,,,,,,480.0,False,,0.06670209938878555,0.24156258304544248,4.600099793058664e-06
87,Eisenhüttenstadt (Abzweig) - Preilack 548-1,1.422,9.63,0.0001708712244287,38.476,,"LINESTRING (14.511216499999996 52.16161529740044, 14.42822393867393 51.88887761400767)",1691982892,941198517,11T0000000000023,50HERTZ,Eisenhüttenstadt (Abzweig),Preilack,400,2280.0,,,,,,,,,912.0,False,,0.03695810375298888,0.25028589250441835,4.44098202590446e-06
88,Heinersdorf - Heinersdorf (Abzweig) 548-3,0.005,0.031,5.34070751110265e-07,0.123,,"LINESTRING (14.133284965431931 52.44279241765505, 14.1357167 52.441799197457854)",414169327,1731698972,11T0000000000023,50HERTZ,Heinersdorf,Heinersdorf (Abzweig),400,2720.0,,,,,,,,,1088.0,False,,0.04065040650406504,0.25203252032520324,4.342038626912724e-06
89,Eisenhüttenstadt (Abzweig) - Heinersdorf (Abzweig) 548-4,1.674,11.334,0.0002007477705643,45.247,,"LINESTRING (14.511216499999996 52.16161529740044, 14.1357167 52.441799197457854)",1691982892,1731698972,11T0000000000023,50HERTZ,Eisenhüttenstadt (Abzweig),Heinersdorf (Abzweig),400,2504.0,,,,,,,,,1001.6,False,,0.03699692797312529,0.25049174530908125,4.436708965551308e-06
90,Bärwalde - Schmölln 551,0.7441,11.506,0.0002189690079552,45.911,,"LINESTRING (14.508109320589513 51.413700933742064, 14.219177398334573 51.12109372436439)",157806991,941805476,11TD8L551------R,50HERTZ,Bärwalde,Schmölln,400,3150.0,,,,,,,,,1260.0,False,,0.016207444838927488,0.25061532094704975,4.769423622992312e-06
91,Bärwalde - Schmölln 552,0.7441,11.506,0.0002189690079552,45.911,,"LINESTRING (14.508109320589513 51.413700933742064, 14.219177398334573 51.12109372436439)",157806991,941805476,11TD8L552------J,50HERTZ,Bärwalde,Schmölln,400,3150.0,,,,,,,,,1260.0,False,,0.016207444838927488,0.25061532094704975,4.769423622992312e-06
92,Hagenwerder - Schmölln 553,1.6516,14.496,0.0002523013060097,56.656,,"LINESTRING (14.946482010310014 51.062577062858814, 14.219177398334573 51.12109372436439)",59026005,941805476,11TD8L553------B,50HERTZ,Hagenwerder,Schmölln,400,2500.0,,,,,,,,,1000.0,False,,0.029151369669584863,0.25585992657441403,4.4532142404988e-06
93,Hagenwerder - Schmölln 554,1.6516,14.496,0.0002523013060097,56.656,,"LINESTRING (14.946482010310014 51.062577062858814, 14.219177398334573 51.12109372436439)",59026005,941805476,11TD8L554------3,50HERTZ,Hagenwerder,Schmölln,400,2500.0,,,,,,,,,1000.0,False,,0.029151369669584863,0.25585992657441403,4.4532142404988e-06
94,Schmölln - Dresden/Süd 555,1.0031,9.3866,0.0001630486587213,36.548,,"LINESTRING (14.219177398334573 51.12109372436439, 13.84231880482447 50.98949484762733)",941805476,942771541,11TD8L555------W,50HERTZ,Schmölln,Dresden/Süd,400,2500.0,,,,,,,,,1000.0,False,,0.027446098281711722,0.2568293750684032,4.461219730800591e-06
95,Schmölln - Dresden/Süd 556,1.0031,9.3866,0.0001630486587213,36.548,,"LINESTRING (14.219177398334573 51.12109372436439, 13.84231880482447 50.98949484762733)",941805476,942771541,11TD8L556------O,50HERTZ,Schmölln,Dresden/Süd,400,2500.0,,,,,,,,,1000.0,False,,0.027446098281711722,0.2568293750684032,4.461219730800591e-06
96,Bärwalde - Streumen 557,2.5843,24.182,0.0004043543904435,93.783,,"LINESTRING (14.508109320589513 51.413700933742064, 13.383335268140211 51.355606320971795)",157806991,157328339,11TD8L557------G,50HERTZ,Bärwalde,Streumen,400,2520.0,,,,,,,,,1008.0,False,,0.0275561668959193,0.257850569932717,4.3115958163366494e-06
97,Bärwalde - Streumen 558,2.5843,24.182,0.0004043543904435,93.783,,"LINESTRING (14.508109320589513 51.413700933742064, 13.383335268140211 51.355606320971795)",157806991,157328339,11TD8L558------8,50HERTZ,Bärwalde,Streumen,400,2520.0,,,,,,,,,1008.0,False,,0.0275561668959193,0.257850569932717,4.3115958163366494e-06
98,Preilack - Streumen 559,3.0048,32.391,0.0005117968591963,121.222,,"LINESTRING (14.42822393867393 51.88887761400767, 13.383335268140211 51.355606320971795)",941198517,157328339,11TD8L559------0,50HERTZ,Preilack,Streumen,400,2040.0,,,,,,,,,816.0,False,,0.024787579812245303,0.26720397287621056,4.221979996999719e-06
99,Preilack - Streumen 560,3.0048,32.391,0.000537904,121.222,,"LINESTRING (14.42822393867393 51.88887761400767, 13.383335268140211 51.355606320971795)",941198517,157328339,11TD8L560------Q,50HERTZ,Preilack,Streumen,400,2040.0,,,,,,,,,816.0,False,,0.024787579812245303,0.26720397287621056,4.4373463562719635e-06
100,Ragow - Streumen 561,2.9365,22.6101,0.0003850021796974,88.719,,"LINESTRING (13.901313172956392 51.87594786200828, 13.383335268140211 51.355606320971795)",940922557,157328339,11T0-0000-0043-3,50HERTZ,Ragow,Streumen,400,2040.0,,,,,,,,,816.0,False,,0.03309888524442341,0.25485070841646096,4.339568521933295e-06
101,Ragow - Streumen 562,2.9365,22.6101,0.0003850021796974,88.719,,"LINESTRING (13.901313172956392 51.87594786200828, 13.383335268140211 51.355606320971795)",940922557,157328339,11TD8L562------A,50HERTZ,Ragow,Streumen,400,2040.0,,,,,,,,,816.0,False,,0.03309888524442341,0.25485070841646096,4.339568521933295e-06
102,Graustein - Bärwalde 565,0.6666,5.5904,9.64154785386708e-05,21.801,,"LINESTRING (14.47207397391581 51.553897993920586, 14.508109320589513 51.413700933742064)",30164703,157806991,11TD8L565------N,50HERTZ,Graustein,Bärwalde,400,2520.0,,,,,,,,,1008.0,False,,0.030576579056006605,0.25642860419246827,4.422525505191083e-06
103,Graustein - Bärwalde 566,0.6666,5.5904,9.64154785386708e-05,21.801,,"LINESTRING (14.47207397391581 51.553897993920586, 14.508109320589513 51.413700933742064)",30164703,157806991,11TD8L566------F,50HERTZ,Graustein,Bärwalde,400,2520.0,,,,,,,,,1008.0,False,,0.030576579056006605,0.25642860419246827,4.422525505191083e-06
104,Streumen - Röhrsdorf 571,2.6478,19.844,0.0003857875778608,82.808,,"LINESTRING (13.383335268140211 51.355606320971795, 12.815082479900907 50.8586894766598)",157328339,23117075,11TD8L571------9,50HERTZ,Streumen,Röhrsdorf,400,2504.0,,,,,,,,,1001.6,False,,0.03197517148101633,0.23963868225292242,4.658820136469906e-06
105,Streumen - Röhrsdorf 572,2.6478,19.844,0.0003857875778608,82.808,,"LINESTRING (13.383335268140211 51.355606320971795, 12.815082479900907 50.8586894766598)",157328339,23117075,11TD8L572------1,50HERTZ,Streumen,Röhrsdorf,400,2504.0,,,,,,,,,1001.6,False,,0.03197517148101633,0.23963868225292242,4.658820136469906e-06
106,Röhrsdorf - Weida 573,2.5835,15.606,0.0002707424548863,61.654,,"LINESTRING (12.815082479900907 50.8586894766598, 12.045507458183808 50.780948866412196)",23117075,156673637,11TD8L573------U,50HERTZ,Röhrsdorf,Weida,400,2504.0,,,,,,,,,1001.6,False,,0.04190320173873552,0.2531222629513089,4.391320188248938e-06
107,Remptendorf - Röhrsdorf 574,4.2693,25.789,0.0004598349167059,103.396,,"LINESTRING (11.646043667505104 50.534326597190315, 12.815082479900907 50.8586894766598)",128277645,23117075,11TD8L574------M,50HERTZ,Remptendorf,Röhrsdorf,400,2504.0,,,,,,,,,1001.6,False,,0.04129076560021665,0.24941970675848196,4.447318239640799e-06
108,Remptendorf - Weida 575,1.8371,11.097,0.0002074079469899,45.505,,"LINESTRING (11.646043667505104 50.534326597190315, 12.045507458183808 50.780948866412196)",128277645,156673637,11TD8L575------E,50HERTZ,Remptendorf,Weida,400,2504.0,,,,,,,,,1001.6,False,,0.04037138775958685,0.24386331172398634,4.557915547520053e-06
109,Streumen - Eula 585,2.9546,22.144,0.0003566964298885,84.359,,"LINESTRING (13.383335268140211 51.355606320971795, 12.51706354840278 51.15625143432265)",157328339,32843531,11TD8L585------5,50HERTZ,Streumen,Eula,400,2520.0,,,,,,,,,1008.0,False,,0.03502412309297171,0.26249718465131167,4.228315056941168e-06
110,Streumen - Eula 586,2.9546,22.144,0.0003566964298885,84.359,,"LINESTRING (13.383335268140211 51.355606320971795, 12.51706354840278 51.15625143432265)",157328339,32843531,11TD8L586------Y,50HERTZ,Streumen,Eula,400,2520.0,,,,,,,,,1008.0,False,,0.03502412309297171,0.26249718465131167,4.228315056941168e-06
111,Eula - Pulgar 587,0.7639,4.9919,9.08548595418168e-05,20.185,,"LINESTRING (12.51706354840278 51.15625143432265, 12.337422954113432 51.19696836131664)",32843531,442199284,11TD8L587------Q,50HERTZ,Eula,Pulgar,400,2720.0,,,,,,,,,1088.0,False,,0.03784493435719594,0.24730740648996782,4.501107730582948e-06
112,Eula - Pulgar 588,0.7639,4.9919,9.08548595418168e-05,20.185,,"LINESTRING (12.51706354840278 51.15625143432265, 12.337422954113432 51.19696836131664)",32843531,442199284,11TD8L588------I,50HERTZ,Eula,Pulgar,400,2720.0,,,,,,,,,1088.0,False,,0.03784493435719594,0.24730740648996782,4.501107730582948e-06
113,Pulgar - Vieselbach 589,3.2561,27.307,0.000441079608564,104.4,,"LINESTRING (12.337422954113432 51.19696836131664, 11.12324622947705 50.99837544626724)",442199284,143882655,11TD8L589------A,50HERTZ,Pulgar,Vieselbach,400,2520.0,,,,,,,,,1008.0,False,,0.03118869731800766,0.2615613026819923,4.224900465172414e-06
114,Pulgar - Vieselbach 590,3.2561,27.307,0.000441079608564,104.4,,"LINESTRING (12.337422954113432 51.19696836131664, 11.12324622947705 50.99837544626724)",442199284,143882655,11TD8L590-----0Y,50HERTZ,Pulgar,Vieselbach,400,2520.0,,,,,,,,,1008.0,False,,0.03118869731800766,0.2615613026819923,4.224900465172414e-06
115,Dresden/Süd - Röhrsdorf 591,2.2251,22.06,0.0003806039499824,85.368,,"LINESTRING (13.84231880482447 50.98949484762733, 12.815082479900907 50.8586894766598)",942771541,23117075,11TD8L591------S,50HERTZ,Dresden/Süd,Röhrsdorf,400,2520.0,,,,,,,,,1008.0,False,,0.026064801799269045,0.25841064567519445,4.458391317383564e-06
116,Dresden/Süd - Freiberg/Nord 592,1.1724,12.37,0.0002129685659868,47.765,,"LINESTRING (13.84231880482447 50.98949484762733, 13.255545123895535 50.93018648646051)",942771541,109917397,11TD8L592------K,50HERTZ,Dresden/Süd,Freiberg/Nord,400,2520.0,,,,,,,,,1008.0,False,,0.024545169056840784,0.25897623783104784,4.4586740497602845e-06
117,Freiberg/Nord - Röhrsdorf 594,1.0522,9.686,0.0001675725521424,37.587,,"LINESTRING (13.255545123895535 50.93018648646051, 12.815082479900907 50.8586894766598)",109917397,23117075,11TD8L594------4,50HERTZ,Freiberg/Nord,Röhrsdorf,400,2520.0,,,,,,,,,1008.0,False,,0.027993721233405166,0.25769547982015056,4.458258231367228e-06
118,Putlitz/Süd - Perleberg - Putlitz 596,0.967,8.748,0.0001463353858042,34.208,,"LINESTRING (12.109095205063763 53.25082285662708, 11.852430967430454 53.086860872652856)",851299584,59707532,11TD8L596------P,50HERTZ,Putlitz/Süd,Perleberg - Putlitz,400,2520.0,,,,,,,,,1008.0,False,,0.02826824134705332,0.2557296538821328,4.277811792685922e-06
119,Reuter - Mitte 903,0.267,2.372,0.0007696902001294,10.69,,"LINESTRING (13.249030342808817 52.531625098493905, 13.368653475247234 52.50314750819017)",43163132,30303506,11TD8L903------G,50HERTZ,Reuter,Mitte,400,1620.0,,,,,,,,,648.0,False,,0.02497661365762395,0.22188961646398503,7.200095417487372e-05
120,Reuter - Charlottenburg 904,0.1291,1.2745,0.0002356194490192,5.27,,"LINESTRING (13.249030342808817 52.531625098493905, 13.315526973895242 52.52200485412131)",43163132,46615737,11TD8L904------8,50HERTZ,Reuter,Charlottenburg,400,1620.0,,,,,,,,,648.0,False,,0.024497153700189754,0.2418406072106262,4.470957286891841e-05
121,Charlottenburg - Mitte 906,0.1206,1.2301,0.0004750716410758,5.42,,"LINESTRING (13.315526973895242 52.52200485412131, 13.368653475247234 52.50314750819017)",46615737,30303506,11TD8L906------T,50HERTZ,Charlottenburg,Mitte,400,1155.0,,,,,,,,,462.0,False,,0.022250922509225092,0.22695571955719557,8.765159429442805e-05
122,Teufelsbruch - Reuter 907,0.151,1.6912,0.0006902079059936,7.55,,"LINESTRING (13.211537101561797 52.58065166318165, 13.249030342808817 52.531625098493905)",30132758,43163132,11TD8L907------L,50HERTZ,Teufelsbruch,Reuter,400,1620.0,,,,,,,,,648.0,False,,0.02,0.224,9.141826569451656e-05
123,Teufelsbruch - Reuter 908,0.151,1.6912,0.0006902079059936,7.55,,"LINESTRING (13.211537101561797 52.58065166318165, 13.249030342808817 52.531625098493905)",30132758,43163132,11TD8L908------D,50HERTZ,Teufelsbruch,Reuter,400,1620.0,,,,,,,,,648.0,False,,0.02,0.224,9.141826569451656e-05
124,Friedrichshain - Mitte 919,0.131,1.513,0.0003683203227068,6.55,,"LINESTRING (13.456433133864898 52.52145796125432, 13.368653475247234 52.50314750819017)",30954714,30303506,11TD8L919------X,50HERTZ,Friedrichshain,Mitte,400,1660.0,,,,,,,,,664.0,False,,0.02,0.23099236641221374,5.623211033691603e-05
125,Friedrichshain - Mitte 920,0.131,1.5196,0.0003765512954592,6.55,,"LINESTRING (13.456433133864898 52.52145796125432, 13.368653475247234 52.50314750819017)",30954714,30303506,11TD8L920------M,50HERTZ,Friedrichshain,Mitte,400,1660.0,,,,,,,,,664.0,False,,0.02,0.232,5.7488747398351144e-05
126,Friedrichshain - Marzahn 921,0.1076,1.2266,0.0003008389125077,5.38,,"LINESTRING (13.456433133864898 52.52145796125432, 13.524113150563435 52.535793675985985)",30954714,22973070,11TD8L921------E,50HERTZ,Friedrichshain,Marzahn,400,1660.0,,,,,,,,,664.0,False,,0.02,0.22799256505576207,5.591801347726766e-05
127,Friedrichshain - Marzahn 922,0.1124,1.2145,0.0003210079373438,5.35,,"LINESTRING (13.456433133864898 52.52145796125432, 13.524113150563435 52.535793675985985)",30954714,22973070,11TD8L922------6,50HERTZ,Friedrichshain,Marzahn,400,1660.0,,,,,,,,,664.0,False,,0.021009345794392526,0.22700934579439253,6.000148361566356e-05
128,Hamburg/Nord - Brunsbüttel 951,1.07,13.95,0.0002839371440314,57.098,,"MULTILINESTRING ((9.98405879156103 53.74147911005627, 9.26485364708184 53.883580504695885), (9.26131910933248 53.88426608708376, 9.248692970129882 53.886714121035), (9.214611708069782 53.893314085024564, 9.201683603864042 53.89581463748625))",22720647,30622610,11TD8L951------O,50HERTZ,Hamburg/Nord,Brunsbüttel,400,3600.0,,,,,,,,,1440.0,False,,0.01873971067287821,0.2443167886791131,4.972803671431574e-06
129,Hamburg/Nord - Brunsbüttel 952,1.07,13.95,0.0002839371440314,57.098,,"MULTILINESTRING ((9.98405879156103 53.74147911005627, 9.26485364708184 53.883580504695885), (9.26131910933248 53.88426608708376, 9.248692970129882 53.886714121035), (9.214611708069782 53.893314085024564, 9.201683603864042 53.89581463748625))",22720647,30622610,11TD8L952------G,50HERTZ,Hamburg/Nord,Brunsbüttel,400,3600.0,,,,,,,,,1440.0,False,,0.01873971067287821,0.2443167886791131,4.972803671431574e-06
130,Hamburg/Ost - Hamburg/Nord 961,1.0501,7.8803,0.0001392039704805,31.001,,"LINESTRING (10.159643549175543 53.555364469768946, 9.98405879156103 53.74147911005627)",23583867,22720647,11TD8L961------F,50HERTZ,Hamburg/Ost,Hamburg/Nord,400,2580.0,,,,,,,,,1032.0,False,,0.033873100867713946,0.2541950259669043,4.490305812086706e-06
131,Hamburg/Ost - Hamburg/Nord 962,1.0501,7.8803,0.0001392039704805,31.001,,"LINESTRING (10.159643549175543 53.555364469768946, 9.98405879156103 53.74147911005627)",23583867,22720647,11TD8L962------7,50HERTZ,Hamburg/Ost,Hamburg/Nord,400,2580.0,,,,,,,,,1032.0,False,,0.033873100867713946,0.2541950259669043,4.490305812086706e-06
132,Hamburg/Süd - Hamburg/Ost 971,0.9901,7.4404,0.0001319783073773,29.433,,"LINESTRING (9.908850396108354 53.488048567761815, 10.159643549175543 53.555364469768946)",11285720,23583867,11TD8L971------6,50HERTZ,Hamburg/Süd,Hamburg/Ost,400,2580.0,,,,,,,,,1032.0,False,,0.033639112560731155,0.2527910848367479,4.484024984789183e-06
133,Krümmel - Hamburg/Süd 991-972,1.5801142698996,14.216773982667,0.0002736955519807,57.825,,"LINESTRING (10.416762576558273 53.4116548654812, 9.908850396108354 53.488048567761815)",1089911132,11285720,11T0-0000-0084-L,50HERTZ,Krümmel,Hamburg/Süd,400,2580.0,,,,,,,,,1032.0,False,,0.027325798009504538,0.2458586075688197,4.73316994346217e-06
134,Hamburg/Ost - Krümmel 992,0.59,6.7764,0.0001417172446034,28.392,,"LINESTRING (10.159643549175543 53.555364469768946, 10.416762576558273 53.4116548654812)",23583867,1089911132,11TD8L992------H,50HERTZ,Hamburg/Ost,Krümmel,400,3680.0,,,,,,,,,1472.0,False,,0.02078050154973232,0.2386728655959425,4.991449866279234e-06
135,Y-Leupolz (-Bidingen - Oberottmarshausen) ALLG O,0.834,7.71,0.0001337,30.6594439925828,German internal tie-line,"LINESTRING (10.36249973847443 47.738659940246464, 10.702732807862363 47.82646053610753)",57727004,77038371,11T0-0000-0698-C,Amprion GmbH,Leupolz,Y-Bidngen,400,,,,,,,2720.0,,,1088.0,False,,0.02720205885670213,0.2514722707256276,4.360809675229107e-06
136,Y-Oberottmarshausen (-Bidingen - Leupolz) ALLG O ,1.37,12.68,0.0002209,50.5392586127609,,"LINESTRING (10.840648243415412 48.23795897994889, 10.702732807862363 47.82646053610753)",30613895,77038371,11T0-0000-0769-G,Amprion GmbH,Oberottmarshausen,Y-Bidngen,400,,,,,,,2720.0,,,1088.0,False,,0.027107639439215722,0.2508940642987265,4.3708595270969e-06
